Date,volETH,totalValueLockedUSD,bridgeVolume,dailyBorrowUSD,dailyDepositUSD,dailyRepayUSD,dailyWithdrawUSD,dailyFlashloanUSD,dailyLiquidateUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,dailyProtocolSideRevenueUSD,dailySupplySideRevenueUSD,dailyTotalRevenueUSD,dailyTransferUSD,dailyActiveBorrowers,dailyActiveDepositors,dailyActiveUsers,dailyActiveTxSigners,dailyActiveLiquidatees,dailyActiveLiquidators,dailyActivePositions,dailyBorrowCount,dailyDepositCount,dailyFlashloanCount,dailyLiquidateCount,dailyRepayCount,dailyTransactionCount,dailyTransferCount,dailyWithdrawCount,openPositionCount,weightedAverageGasPrice,weightedAverageTxFee,weightedAverageEthAPY,weightedAverageStablecoinAPY,bridgeHack,lendingHack,tokenization,marketCollapse,bridgeIntegrations,mainnet,FGI,ETHreturn,CER
2022-10-17,0.01520593390095804,21330220583,25091983.4155,269257319.10800004,437452563.66,121022610.334,498240593.77,1466177.73219,1097.3319615,10179314550.9,21330220583,82223.499958,253772.46217,335995.96216299,16692277.271,1770,3137,6168,10702,14,9,0,3869,14651,298,15,1503,32461,4876,7368,1905274,0.3660192069776979,0.30017692129854606,0.814584372077592,1.4930834327726323,0,0,0,0,0,0,20,0.01908994784296247,0.615512038277307
2022-10-18,0.01644037752402201,21358765495,190481726.16,309302287.90000004,414150222.4,82856293.15,243687071.02,1863489.9799,7404.91378879,10283125948.5,21358765495,52449.016042,259225.5622,311674.578155652,29526283.861,2364,7317,10081,14478,28,14,0,6713,20253,398,29,1945,41623,4530,7852,1909489,0.05368722291856977,0.06184241147777067,0.82419478312127,1.4787328381281806,0,0,0,0,1,0,22,-0.01537542638279454,0.7468359816580411
2022-10-19,0.01803858071720301,20950757224,151891631.341,138910964.983,208320195.36,259061047.4,425857763.12,2101061.2509,17621.2037376,10039530053.8,20950757224,59969.061055,251959.72669,311928.78776541,51972106.012,7072,8570,11561,15381,14,12,0,9773,21478,259,14,2206,45605,4748,7274,1917326,0.1005539066939953,0.04446893371738616,0.8240254141374393,1.4636978338219937,0,0,0,0,1,0,23,-0.01963755215991902,0.6668146827672983
2022-10-20,0.01793615713571635,20742585346,61438088.85,94941820.58,154957794.95,116572028.983,266912432.58,1056991.03396,3580.6375703000003,9953394870.5,20742585346,51451.916805,244947.77925,296399.69603758,19867608.543,1551,2483,5687,9171,13,12,0,3635,12683,254,13,1122,28299,4291,6447,1919871,0.06275152890512081,0.07405882697136498,0.8450420263233936,1.47210340375934,0,0,0,0,0,0,23,-0.00190795910211427,0.6126947057463921
2022-10-21,0.01848126176973144,20656165570,74487089.101,151234188.469,285173179.78,110260256.718,430102412.54,2494328.4072,17599.0766874,9914752737.1,20656165570,79262.44353199999,236994.64814,316257.091679849,39439957.914,1549,2650,5861,9809,45,18,0,3934,13739,325,66,1855,31487,4159,7511,1922706,-0.01230771104524156,0.02492774395184869,0.8474479878058969,1.4906666373245618,0,0,0,0,0,0,23,0.01307987655907094,0.5303240248107178
2022-10-22,0.01700657681807586,20743096484,44623682.0032,89608904.696,130759548.397,34207712.846999995,126581356.548,1545087.55444,1796.0309653,9950297262.5,20743096484,50761.966134,241525.44248,292287.408510192,23353133.823,1889,9070,12250,16831,14,9,0,4689,23318,269,15,1599,39345,3219,6304,1927819,-0.3862816405105184,-0.2894793683017354,0.8129281646892648,1.5287726326912845,0,0,0,0,0,0,20,0.01062227788297143,0.6852953057312324
2022-10-23,0.02006393569774676,21042196285,17829168.829,190239188.103,290221341.242,39798869.462,176901688.736,14934340.1158,1484607.773299,10077943353,21042196285,71887.17505,270491.04575,342378.22075416,13301453.724,2148,5433,8880,16058,51,25,0,6122,24255,286,64,1568,44788,4868,7738,1932738,-0.1990846000105383,-0.2138697224215013,0.822849222483677,1.5375084715501055,0,0,0,0,0,0,23,0.03756099675250901,0.6554968951934164
2022-10-24,0.02052038588398066,21061134527,32795155.7658,145892348.337,260928533.21,59170155.553,215692678.38000005,2902511.6312,14713.5974115,10115792878.8,21061134527,86973.116507,277865.66932,364838.785815739,12796251.837,1975,4808,8700,14796,53,10,0,6983,23274,284,56,1387,44155,4958,7327,1937364,0.23810562718745223,0.19614770568895495,0.8246259940663674,1.5638836277698624,0,0,0,0,0,0,22,-0.01480195427437269,0.5591276145318428
2022-10-25,0.03529565482978182,21636205418,62890470.898,357099277.39,559771731.92,292285020.551,679226454.48,5849973.123,2487339.7868,10102749308.9,21636205418,71883.952892,264745.97591000004,336629.92878496,41392209.416,2184,8105,12518,17243,87,44,0,7005,23880,529,136,1788,49471,6500,9831,1941749,0.09405008496247252,0.15080677736436648,0.7962986269614535,1.5308598095224943,0,0,0,0,0,0,20,0.08260147317968958,0.6379373180656343
2022-10-26,0.03680277994192735,22433480306,140352287.499,512089614.28,719581332.69,150144766.369,467360827.1099999,4621880.362,1413857.025,10398077979.4,22433480306,73725.81658700001,278272.55765,351998.37414319,68415944.93699999,2395,4297,9629,13751,55,33,0,7763,20682,562,117,1870,47093,6216,10105,1945718,-0.0744630414498699,-0.05896661836083956,0.7973959936394664,1.5302928945426706,0,0,0,0,0,0,33,0.07046433790599504,0.7116493869645882
2022-10-27,0.04265107107208196,22267684520,106620632.964,304603181.846,448315018.59,85008444.26200001,291783038.36,5472704.693,10032.40658426,10479702245.8,22267684520,66820.905863,280959.8464,347780.752315763,40599116.808,2576,3459,12492,16831,47,12,0,11124,27982,456,48,1455,56300,5810,9592,1951031,-0.14889321975428116,-0.18060278367902377,0.801340504508455,1.5835396387921985,0,0,0,0,0,0,32,-0.03374612096829299,0.6794400571366325
2022-10-28,0.04239511273098512,22135209784,63130116.67,274848907.496,406945361.52,218688963.663,441315801.31,5143687.1942,6050.3345316,10284757444.6,22135209784,72600.969004,290018.49563,362619.46468286,35068740.66,2415,3085,11727,16054,14,11,0,10821,27444,547,14,1375,54504,5551,8958,1956873,0.02234457903504768,0.10267240064001074,0.8149916151068297,1.585411642844883,0,0,0,0,0,0,30,0.02625400900268282,0.6753951107082273
2022-10-29,0.04216916040231942,22950622291,54518320.535,353379980.468,563255793.9,265420956.643,441236983.25,3902170.1389,682163.3423570001,10525859895.4,22950622291,87599.69006,303722.44402,391322.13403942,39344798.713,2404,3083,9861,13249,41,26,0,9550,23269,674,53,1541,48087,4864,8332,1962232,-0.14226876622588963,-0.11605487681978688,0.8076316181482027,1.5349515074435107,0,0,0,0,0,0,34,0.04110012138777819,0.6273880966606423
2022-10-30,0.04561194678284946,22315076245,45707425.59,201473119.442,381828893.6099999,254493029.988,440282141.064,2260078.6640999997,11926.011983,10105466574.7,22315076245,57857.327354,295200.71797,353058.04528815,65450924.999,2533,2848,9422,13299,12,9,0,8822,22337,593,12,1363,47480,5581,8929,1968108,-0.31672036429749834,-0.3330075208326615,0.7408657800213776,1.473660775250196,0,0,0,0,0,0,34,-0.01820520287223015,0.5276528906368848
2022-10-31,0.04513557088017046,21592722185,56988430.86,248582039.73,348185972.74,354676125.32,694042607.5899999,10820107.1584,29963.1903962,9705817143.5,21592722185,60989.430519,250509.94044,311499.3710377,62955601.093,8887,8792,14644,18284,19,15,0,14307,26043,547,20,2797,59843,5686,10615,1984557,0.613733953831608,0.6207186242094865,0.7353229414099194,1.4614157642093115,0,0,0,0,0,0,31,-0.01111487847509895,0.7139346762703247
2022-11-01,0.03665940772806773,21624462474,61161528.415,218974870.692,284962175.41999996,160915747.543,319579163.39,2904222.8164,2067.74033304,9727277359.4,21624462474,60477.581664,247319.10844,307796.69005053,28320578.102,4042,4444,10891,15184,13,12,0,8768,21497,389,14,2272,49801,6931,10097,1992806,-0.2292254432740224,-0.28374362453826607,0.6949709933467564,1.3553900242979395,0,0,0,0,0,0,30,0.00428228141529807,0.7684348646246029
2022-11-02,0.02996536543461509,21120055527,44654495.068,244622243.64,450469652.94,298283729.71000004,565605101.24,7247938.2246,80652.79807,9540388278.3,21120055527,59341.460398,239226.21534,298567.67575971,82103059.108,11463,11501,17776,22090,44,30,0,18954,32843,727,48,3964,77018,8118,12582,2006174,0.1254758894293818,0.141168394663935,0.6987679047310237,1.33669196459437,0,0,0,0,0,0,30,-0.03911841659547122,0.5430382314179603
2022-11-03,0.02716247732722723,21243078644,121866487.083,236782847.79,386508114.9899999,206193319.202,424895308.46,2887585.9094,11629.47517779,9552854617.6,21243078644,70662.067672,234975.75399,305637.821744,68586530.02399999,10496,10117,16864,20245,37,14,0,17332,28869,620,43,3681,70089,7974,11718,2016414,0.3959547285950117,0.27240502228016533,0.6896784629101289,1.3401784911871086,0,0,0,0,0,0,30,0.00789481235869882,0.6126206374635271
2022-11-04,0.03752474973934032,21969396257,71400210.364,513499957.488,701677854.37,357331243.772,700983948.37,6394018.1523,741962.280958,9674091609.5,21969396257,87204.37496,247461.40531,334665.78033304,135961828.58,4758,4826,10393,14907,125,31,0,11399,24251,674,151,2810,59229,7804,12320,2022487,-0.30800121768756356,-0.10515652026307268,0.7094274283921712,1.3568884376047563,0,0,0,0,0,0,30,0.07177309448669877,0.7318172495967467
2022-11-05,0.03496320871477691,21953560764,57012574.498,198547470.28,330390653.84,179437365.255,347008976.24,2848457.8046999997,167502.6255375,9655325535.3,21953560764,52007.537772,251767.10372,303774.641426613,60167516.205000006,4361,5105,10659,20598,62,20,0,9687,27357,618,68,2386,55065,5604,9554,2029650,-0.35847975145684347,-0.31217552452674135,0.7198409453055596,1.354750972390338,0,0,0,0,0,0,38,-0.01096561194431977,0.6009475993717172
2022-11-06,0.0370138448262451,21762050084,48120843.844,624049730.224,776827719.47,477301553.068,676900905.38,2662856.8985,6160.83799,9718085223.6,21762050084,79616.044459,242405.7302,322021.77458382,33026507.565,4022,8131,13490,19494,20,15,0,8395,25890,556,20,2274,51870,5771,9249,2039715,-0.0076553290524901,-0.066364011763258,0.7183184931814921,1.3433255031819906,0,0,0,1,0,0,40,-0.0351576111926466,0.8033309247123228
2022-11-07,0.03679074098759787,21312921505,101255876.007,282137987.825,500678873.16,225009688.41,462730111.36999995,4574144.9187,49138.854025,9523172623.1,21312921505,76793.124852,245733.45908,322526.58393926,50535156.460999995,3720,4911,9758,15220,59,24,0,9265,22435,834,64,2317,52969,7525,10716,2046565,0.2762336562588081,0.17690538562035224,0.7125423007959546,1.4781611145338756,1,0,0,0,0,0,33,-0.00209659046411836,0.5635108708388386
2022-11-08,0.07047416730020721,19779721573.6,116859125.59,545115078.3199999,969558634.34,353583483.73999995,1228440049.81,17849317.621,6397440.0199,9385558750.6,19779721573.6,77256.716891,266788.19044000003,344044.907380658,115861851.71,3068,4689,10365,15205,484,86,0,10503,26398,1778,654,4337,74406,12077,18982,2050625,0.8594720017414766,0.681502533789489,0.6538639925861608,1.6013270768434709,0,0,0,0,0,0,31,-0.1604081093873866,0.5622301313329768
2022-11-09,0.09553278648841008,17524874986.7,230360811.24,862731046.86,1547526385.13,806031143.01,1963458923.2,27715902.181,32756433.0386,8836268301.7,17524874986.7,226514.58121,341230.77463,567745.3557954,277255715.54,2994,7464,15192,21159,1817,129,0,9068,34037,2428,2217,6852,101295,20008,27225,2054211,0.07055316359839083,-0.09442200140595328,0.5880773926280662,2.435343327320356,0,0,0,0,0,0,29,-0.1930450154916787,0.5574903634276492
2022-11-10,0.12455928812612203,19030979118.5,265053913.95,1610293445.7,2721488029.51,775973427.64,2574735805.3,53509398.276,8704822.06228,9028192759.5,19030979118.5,126871.324703,579629.23426,706500.55903941,247563426.45,3283,10057,15978,21168,316,63,0,9947,36280,1732,367,4712,96037,18272,25553,2060923,-0.3042771426499004,-0.11558197229295346,0.4782622282330158,2.6316447451111245,0,0,0,0,0,0,22,0.16563667971696283,0.5916959502445178
2022-11-11,0.11785773655680302,18703111297.2,135819811.02,366129444.55,774287042.4300001,175904379.18,726937474.99,6877245.807,218853.45436,9003505935.5,18703111297.2,58370.484983,296360.67683,354731.16187425,70123989.189,3119,6669,12412,17574,90,33,0,9177,29041,897,96,2619,73167,13572,18186,2067697,-0.32890472302819795,-0.34270066046319253,0.4857151537414715,2.262152746534537,0,0,0,0,0,0,25,-0.0081305659313795,0.47286009514113775
2022-11-12,0.11749501462079402,18618961108.5,45337775.025,481926126.48,683496505.02,151602957.448,602298780.0300001,4175092.8474,13076.138439,9029879778.5,18618961108.5,163031.845677,337456.85865,500488.7042527031,75523675.829,3004,6227,11086,15899,194,22,0,7908,24194,651,272,2405,57700,8873,13681,2074098,-0.33029609433410906,-0.30804724964503605,0.5250392464985288,2.512725545227819,0,0,0,0,0,0,21,-0.02541670541728535,0.7050893793025295
2022-11-13,0.11754309616163104,18253228736.3,88834563.45,260568540.98,477635237.38,321296851.639,641894750.57,2121290.8235,40053.7272726,8782389847.2,18253228736.3,65686.544318,249040.11719,314726.66147659,62663394.155,2675,5272,9410,14207,182,26,0,7282,22101,585,193,2564,52197,8080,11658,2079305,-0.02120576592218367,-0.12970287307672038,0.5037460492594088,1.4946610756502146,0,0,0,0,0,0,22,-0.02810788166755795,0.5455387722424158
2022-11-14,0.11868852644146402,17881732046.6,193754000.1,433379977.11,825478191.6,196695387.63,1177411992.88,6015326.8889,165503.54218,8704797132.7,17881732046.6,67423.255741,218496.51505,285919.77073749,334960009.51100004,3288,8535,13693,20582,213,44,0,9318,31351,764,219,3243,71610,9733,17361,2085530,0.1739629390361424,0.1497654192689837,0.6796143541632206,1.2685125484158213,0,0,0,0,0,0,24,0.01718309725071076,0.5250047566610965
2022-11-15,0.10488358053132014,17917814426.5,95703520.78,339979096.46000004,588520294.6,237558870.442,667974175.61,4041128.0249,17661.873140530002,8678874175.9,17917814426.5,106356.589281,204132.87866,310489.467879114,97276252.4,2764,7203,11230,17806,10,8,0,7033,27292,539,11,2063,60659,9291,14631,2090945,-0.01517947895398301,0.04430830910512891,0.7495376003594724,1.2939944130840535,0,0,0,0,0,0,22,0.00866160081041211,0.5776845753315506
2022-11-16,0.07023102754233143,17776314529.4,117622466.83,325723860.481,578169251.5,143957847.26500002,494163153.5100001,2789314.6867,8968.258048,8718429826.3,17776314529.4,53794.154704,211683.35851,265477.5132645,41784343.703,2716,5772,9984,14864,150,14,0,6352,20766,634,152,2105,46267,5594,10975,2095891,-0.08259976663731486,-0.1020642315072271,0.760358356372393,1.267291735525094,0,0,0,0,0,0,23,-0.03845799001940087,0.563371122964328
2022-11-17,0.02060198018838352,17733386407.2,126976559.67,259109564.62,461204511.87,139286283.60999998,488797976.82000005,4965435.9894,77742.9191187,8704868832.4,17733386407.2,54375.951036000006,234959.04019,289334.99130517,74447286.631,4962,9096,12909,22780,61,13,0,8428,30603,413,61,2673,58406,5459,11061,2103093,0.06424890368385217,-0.03134453061279907,0.7778107682589834,1.277037849279322,0,0,0,0,0,0,20,-8.211236584161341e-4,0.5618105589848076
2022-11-18,0.0211430552982983,17700263155.3,83248443.652,172176899.148,254949450.2,97424153.651,263477790.6,1679620.9564,21076.35045152,8701228159,17700263155.3,87894.543125,202496.07403,290390.61715165,12965563.877,2762,5196,8766,24816,22,10,0,5750,32706,355,24,2059,56655,4330,11635,2108595,-0.1861866181189338,-0.03479487972753282,0.771972025407604,1.325869374081421,0,0,0,0,0,0,23,0.00177410843720693,0.6753374012492772
2022-11-19,0.02072229084007066,17794866940.1,98197593.71,222028640.89,399380051.57,68620799.01,340522253.01,8767662.0398,2445.26666394,8763383487.5,17794866940.1,56907.948973,212396.45675,269304.405827344,208453422.706,2336,9424,15860,22414,18,17,0,5325,38197,194,18,2004,93482,27741,20760,2114372,-0.14005126929699593,-0.0869925931322723,0.7832560300619404,1.3176025565730072,0,0,0,0,0,0,23,0.00852802740381086,0.5559332270532412
2022-11-20,0.02974883834300351,17337418710.8,78330821.179,203769210.707,498385171.09,121158563.36,513514044.02,1827515.325,87669.956836,8690971589.1,17337418710.8,49956.855063,230570.2988,280527.15379204,296158199.777,2692,6310,13370,21482,129,31,0,6856,50295,569,131,2773,153321,56734,37253,2123208,-0.00921409106000523,-0.04247940848846573,0.7693896018345279,1.3063314853268442,0,0,0,0,0,0,24,-0.06337137924660219,0.4088588957439159
2022-11-21,0.02811527261022615,17164027151.3,132008603.52,390880809.191,839112630,301030721.17,965593786.65,13392555.4471,360332.85955,8596248663.9,17164027151.3,78833.749798,237268.55218,316102.30196161,371548636.582,2753,5813,13760,21716,442,69,0,7361,48347,863,452,3342,152454,54843,38310,2131301,0.06854484770580066,0.0267773940981777,0.6621447383979141,1.371493487026197,0,0,0,0,0,0,21,-0.0314822875211096,0.46582639232947787
2022-11-22,0.03187505781976409,16823508776,178016343.64,513435406.699,969126642.86,313554432.81,1467009245.8,5328534.2269,63759811.93979,8483247073.5,16823508776,88030.38684899999,339143.63662,427174.023541129,654093403.075,9765,15069,22721,29105,209,60,0,14800,50891,577,606,4018,144946,42333,32548,2139151,0.09740307961007973,0.14068016092364402,0.8114407373580294,1.3351085136105565,0,0,0,0,1,0,22,0.02873106131559222,0.5297918600027292
2022-11-23,0.03520540235416537,16980857812.8,202959089.54,502019728.283,812284473.9,468386949.729,960920700.35,2381872.1485,70194.0882702,8376815892.5,16980857812.8,76624.164647,250043.85596,326668.02053057,355540580.82500005,9189,13217,20606,27845,31,22,0,13739,50965,607,32,3809,146905,45733,33072,2147205,-0.12024989436804669,-0.10284562582353152,0.8260299193059988,1.3042883149672877,0,0,0,0,0,0,22,0.03960905291124739,0.6180343763960746
2022-11-24,0.03583195407564341,16804411217.4,134837374.33,440408235.35,941858942.26,227478205.763,1192631722.34,2698913.7967,73543.9695162,8384020855.9,16804411217.4,46051.381098000005,225501.32105,271552.70201723,304170174.539,4758,6914,13996,22766,48,22,0,9197,45783,413,79,2817,131348,43330,30442,2155533,-0.06008436501899607,-0.07499107040993046,0.8475038248144554,1.3815295007641797,0,0,0,0,0,0,20,0.01504907960750667,0.4675946849251503
2022-11-25,0.03585715147902232,16641992230.4,167966596.07,232508778.54,687093009.21,98260345.862,688528525.08,49989838.3243,30993.220287,8279609682.4,16641992230.4,80163.952375,289961.88237999997,370125.834811934,249051610.251,3459,5445,11261,19202,21,14,0,7028,41516,472,25,2285,117431,38810,27886,2162538,-0.094372246789493075,-0.10885438262721486,0.8104966601108465,1.3607837570639327,0,0,0,0,0,0,20,-0.00470463711597002,0.3383949122220469
2022-11-26,0.03575155368474992,16841152686.7,115051487.013,134684532.025,304160620.99,76446133.449,306497352.018,2956410.7801,3802.59839,8373612626.7,16841152686.7,63192.613315,219598.88165,282791.494905249,189718660.579,5502,7384,12790,19705,18,14,0,9839,45030,399,19,2665,126456,41248,27971,2171979,-0.0400475440072052,0.02769739152722391,0.7854035746097972,1.3728137366078303,0,0,0,0,0,0,22,0.00585037890146988,0.442807262776558
2022-11-27,0.02414389469660924,16808299851.5,76775820.403,239416116.715,427796514.96,252446209.031,462222198.43,1536603.6634,13903.36315191,8298188368.9,16808299851.5,49410.904212999994,200883.66761,250294.571830491,192744267.659,17416,18962,24542,31148,13,11,0,21877,54764,369,17,4731,145558,37393,27045,2195525,-0.02654097206506996,0.00442149109282694,0.779013389329442,1.3745660912715143,0,0,0,0,0,0,26,-0.00981442339813654,0.5596495257503115
2022-11-28,0.02177321898065638,16579229610.4,86843780.55,158879291.035,306436573.9,113938312.801,336604055.43,4130029.6725,17071.155396,8259138317,16579229610.4,61004.03068,199186.71616,260190.746776965,166733571.267,6903,10837,15746,22319,52,21,0,10536,43637,602,54,3023,122778,37956,27429,2207201,0.27277306294492004,0.07901143732360714,0.7868010547740363,1.372009861216293,0,0,0,0,0,0,28,-0.02172792382525568,0.5184736567601992
2022-11-29,0.02411775149268923,16682640054.9,99226638.04,299298705.13,442936633.5,227858432.194,550369698.8199999,2298934.7989999996,1057.04875401,8269661688,16682640054.9,68042.868186,193681.92813,261724.7962213,237124353.394,4613,13907,18892,26055,141,8,0,7737,66090,573,141,2372,202612,77765,48325,2219398,-0.1716027671070151,-0.08942863284492181,0.8052886197413374,1.3490856846643071,0,0,0,0,0,0,26,0.04095729061768249,0.6757144984035284
2022-11-30,0.02966431527476775,17060937169,132639092.15,375868721.77,546115839.91,263111263.3,606433176.45,3722193.3048,283828.30805,8310532573.6,17060937169,64995.570942,198195.19476,263190.76577749,233376333.48,3721,10095,15874,21944,27,19,0,8371,44898,749,30,2432,127903,41668,30213,2230454,0.1035308070651528,0.1824244150090233,0.8037993094776474,1.378695083752863,0,0,0,0,1,0,29,0.06203600896184014,0.6882582307664675
2022-12-01,0.03127589886996196,17092500709.8,107478925.34,174252682.83900002,480517501.11,77004562.011,396475751.32,1637659.6653,1828.18966193,8312743699.5,17092500709.8,46304.789752,193267.77578,239572.5655283,279701653.203,2262,3385,8667,14936,11,8,0,5675,38521,493,11,2062,122580,46335,30000,2235307,0.01189917074229954,0.00977156170446383,0.7929036872571845,1.578407862236213,0,0,0,0,0,0,27,-0.01428562377152609,0.3626354553923107
2022-12-02,0.03079605368476502,17079022799.6,185766498.63,181631839.72,417568037.95,120919678.27,505015026.97,63300924.120900005,169230.30720641802,8307460703.8,17079022799.6,60326.046643,269219.15929,329545.20585877,328698852.028,2191,3288,8649,15640,26,15,0,4975,39945,402,48,1982,131026,51198,33072,2240204,-0.041637395368531,-0.05851812076150124,0.8002386543316632,1.5443385954039754,0,0,0,0,0,0,27,0.01527400267906031,0.43497543684545315
2022-12-03,0.03721603283432287,16927933986.7,93120186.936,94527030.346,372686319.38,42230165.257,326946790.56700003,835304.28572,734.3122605000001,8289156785.1,16927933986.7,43640.051828,188570.32783,232210.37961525,407115899.331,2143,3226,9010,15823,10,8,0,5529,50541,284,10,2249,169360,70531,41361,2245390,-0.06309799266017929,-0.04479186848485495,0.8013789899529498,1.526694316053785,0,0,0,0,0,0,27,-0.0435610932195658,0.253636974126807
2022-12-04,0.03787594223259734,17065714709,82410833.752,99730432.631,708140996.76,69645673.234,705206788.023,836811.395,1669.10964958,8306536406.8,17065714709,60595.774659,182564.60895,243160.38359219,1159462358.787,2018,3687,10608,16847,6,5,0,4887,81797,231,6,2176,281131,128259,65054,2252254,-0.03593068046723187,0.00442508025962103,0.7946004608569676,1.5386012513766685,0,0,0,0,0,0,26,0.03117465373148853,0.1408341461478754
2022-12-05,0.03711860432806504,16846420841.1,107367653.232,168033057.611,254125282.77,61414634.978,344525946.658,2539750.7343,201899.6600184,8332758637.7,16846420841.1,69762.811261,195280.7442,265043.555377791,111048397.869,2924,18095,21871,29075,44,23,0,6215,34862,444,63,2494,67246,9416,13905,2256887,0.1981377444596049,0.12080384575159632,0.8428684947117051,1.5644377044281832,0,0,0,0,0,0,26,-0.01589447867140414,0.6612213305949605
2022-12-06,0.03468177445109492,16636563556.8,85627906.97,400139017.246,382900941.48,159772414.24,366459966.93,1041872.9698,229934976.7009153,8301265557.2,16636563556.8,50193.911198,191325.0472,241518.95845493,69680528.984,2561,6552,10146,17228,94,33,0,5965,23054,311,542,1969,48954,7365,10089,2261403,0.04689056891072207,0.04378357831544329,0.8474296360604866,1.5874431343644118,0,0,0,0,0,0,25,0.00924608099560142,1.0450196745387224
2022-12-07,0.02682832417162529,16458534212.2,87141960.65,95830545.675,209831844.09,79251311.104,201472374.6,2515756.9827,20381.1538235,8262314742.1,16458534212.2,54182.195428,198510.26879,252692.464161602,69386639.18,5863,7458,10842,20816,43,23,0,9369,27347,410,46,2504,56807,7026,10202,2267572,0.12903344301766115,0.14455345384023813,0.8396917719670026,1.6017946450097291,0,0,0,0,0,0,29,-0.03214919404125283,0.45670163215978243
2022-12-08,0.03165339687509551,16707932768.8,57792336.627,150343647.288,416672690.874,114483418.751,439343345.5150001,8444848.681,10082.1020707,8276636194.5,16707932768.8,60254.629503,201839.83228,262094.46178766,44696229.327,5146,11409,17944,30952,15,13,0,11048,42493,469,15,2236,73874,6819,10907,2274245,-0.10969344332338926,-0.00517415647064186,0.8479366445235379,1.577986926966052,0,0,0,0,0,0,25,0.03922727418832483,0.36081953672712197
2022-12-09,0.03128819447646863,16525034459.7,66002047.697,78219908.604,162165361.04,33748724.614,130841976.61,1389846.9755300002,428.89204151,8201908638.7,16525034459.7,45970.009659,187366.57162,233336.58125398,23646531.773,2583,5210,10533,21786,7,6,0,7730,31279,385,8,1642,56441,6048,9404,2277711,0.7329015870408995,-0.1127522422002344,0.8521855895902175,1.5723895059302118,0,0,0,0,0,0,26,-0.01370762473499986,0.48234658808983344
2022-12-10,0.02587421570796841,16710323686,114989813.117,2076504127.974,2850718888.501,2044817806.819,2832258028.979,30888875.391999997,17.934855271416,8297036055.6,16710323686,53219.970259,218638.70495,271858.67514149,41118122.62,2152,11964,16013,29497,3,2,0,8223,44440,298,3,4939,82136,7100,17183,2281609,-0.729828902284833,-0.08888288370964209,0.8586014400230003,1.5794428698360972,0,0,0,0,0,0,27,0.00297294524516189,0.7284142032909786
2022-12-11,0.02269389798873424,16633354737.2,65730890.392000005,3624005508.375,4924873080.27,3605946531.661,4955299160.9,2894516.4795999997,3540.0355757,8283627743.7,16633354737.2,56115.603432,198575.54374,254691.147140441,48975715.0423,1875,8529,11675,26511,19,7,0,11146,42786,221,23,8468,87784,5616,19565,2285220,0.08655950237784353,0.03594914427639331,0.8843781522121722,1.5687813858931396,0,0,0,0,0,0,26,-0.00252960562392257,0.7358576453256168
2022-12-12,0.02207278230768197,16670991789.3,96471226.74,3753809009.684,5086571957.69,3727854139.936,5079296578.03,2241271.5929,467313.782293,8287083032.6,16670991789.3,54482.573861,190211.54945,244694.12321171,64418206.951,2107,4574,7925,19808,113,23,0,12042,33232,404,175,9001,81178,6114,20300,2289136,-0.02574098220425252,-0.00917135459819775,0.8940106449497487,1.6016299224689086,0,0,0,0,0,0,27,0.00913953510551302,0.7379840570246732
2022-12-13,0.02547158588083123,17079010821.1,170299826.29,7409916400.69,10452022030.72,7270796225.34,10262541131.84,6755145.479,1145962.299199,8282560013.7,17079010821.1,102471.740174,198972.09815,301443.83839572,96115429.789,2292,4705,8183,19013,39,28,0,20190,44590,413,53,17040,118511,5511,30925,2293475,0.06866160312957902,0.16480255876805072,0.9052315055904584,1.5665492719240095,0,0,0,0,0,0,27,0.03524546372736648,0.7089457311619883
2022-12-14,0.02104176670861149,17029299767.6,107571318.98,28996446148.42,39190931288.72,28914310733.784,39197702961.09,2168024.8757,15689.513056,8270677741.9,17029299767.6,60805.484034999994,198485.24208,259290.7261961212,41175918.864,2310,4500,8594,21360,18,16,0,64060,115484,322,19,61877,335479,5325,88492,2297814,-0.11924276977037082,-0.0854511033016332,0.932658669719781,1.539492860889003,0,0,0,0,0,0,30,-0.01024338690355985,0.7398764253598078
2022-12-15,0.02094036023433488,16559518775.6,139640029.84,106131847.62,212378864.54,79344005.772,436972226.781,3691528.0835,35585.319480000006,8214547830.4,16559518775.6,47741.210349,196880.68642,244621.89684234,42427857.857,8617,10013,13566,23604,23,16,0,10258,26080,408,26,2651,55101,4578,11195,2309679,0.05879207542373711,0.03681849612790042,0.926318836013586,1.543940164143121,0,0,0,0,0,0,31,-0.0318488851903318,0.4997288588479616
2022-12-16,0.03714314717066158,16012882323.1,117106653.43,168736844.42,291866733.96,70310643.674,285320443.31,7698910.981,874802.5152,8144405638.4,16012882323.1,69915.212197,202056.31533,271971.52752205,26919040.542,9991,6054,14990,23885,218,57,0,12713,20020,586,251,3747,55577,5548,12875,2315970,0.0828208851857171,-0.02098573972434632,0.9102565887580398,1.546388522387131,0,0,0,0,0,0,29,-0.08193580554767177,0.5781297585052129
