"Date","volETH","totalValueLockedUSD","bridgeVolume","dailyBorrowUSD","dailyDepositUSD","dailyRepayUSD","dailyWithdrawUSD","dailyFlashloanUSD","dailyLiquidateUSD","totalBorrowBalanceUSD","totalDepositBalanceUSD","dailyTotalRevenueUSD","dailyTransferUSD","dailyActiveBorrowers","dailyActiveDepositors","dailyActiveUsers","dailyActiveTxSigners","dailyActiveLiquidatees","dailyActiveLiquidators","dailyActivePositions","dailyBorrowCount","dailyDepositCount","dailyFlashloanCount","dailyLiquidateCount","dailyRepayCount","dailyTransactionCount","dailyTransferCount","dailyWithdrawCount","openPositionCount","weightedAverageGasPrice","weightedAverageTxFee","weightedAverageEthAPY","weightedAverageStablecoinAPY","bridgeHack","lendingHack","tokenization","marketCollapse","bridgeIntegrations","mainnet","FGI","ETHreturn","CER"
"2022-10-17",0.015205933900958,21330220583,25091983.4155,269257319.108,437452563.66,121022610.334,498240593.77,1466177.73219,1097.3319615,10179314550.9,21330220583,335995.96216299,16692277.271,1770,3137,6168,10702,14,9,0,3869,14651,298,15,1503,32461,4876,7368,1905274,0.366019206977698,0.300176921298546,0.814584372077592,1.49308343277263,0,0,0,0,0,0,20,0.0190899478429625,0.615512038277307
"2022-10-18",0.016440377524022,21358765495,190481726.16,309302287.9,414150222.4,82856293.15,243687071.02,1863489.9799,7404.91378879,10283125948.5,21358765495,311674.578155652,29526283.861,2364,7317,10081,14478,28,14,0,6713,20253,398,29,1945,41623,4530,7852,1909489,0.0536872229185698,0.0618424114777707,0.82419478312127,1.47873283812818,0,0,0,0,1,0,22,-0.0153754263827945,0.746835981658041
"2022-10-19",0.018038580717203,20950757224,151891631.341,138910964.983,208320195.36,259061047.4,425857763.12,2101061.2509,17621.2037376,10039530053.8,20950757224,311928.78776541,51972106.012,7072,8570,11561,15381,14,12,0,9773,21478,259,14,2206,45605,4748,7274,1917326,0.100553906693995,0.0444689337173862,0.824025414137439,1.46369783382199,0,0,0,0,1,0,23,-0.019637552159919,0.666814682767298
"2022-10-20",0.0179361571357163,20742585346,61438088.85,94941820.58,154957794.95,116572028.983,266912432.58,1056991.03396,3580.6375703,9953394870.5,20742585346,296399.69603758,19867608.543,1551,2483,5687,9171,13,12,0,3635,12683,254,13,1122,28299,4291,6447,1919871,0.0627515289051208,0.074058826971365,0.845042026323394,1.47210340375934,0,0,0,0,0,0,23,-0.00190795910211427,0.612694705746392
"2022-10-21",0.0184812617697314,20656165570,74487089.101,151234188.469,285173179.78,110260256.718,430102412.54,2494328.4072,17599.0766874,9914752737.1,20656165570,316257.091679849,39439957.914,1549,2650,5861,9809,45,18,0,3934,13739,325,66,1855,31487,4159,7511,1922706,-0.0123077110452416,0.0249277439518487,0.847447987805897,1.49066663732456,0,0,0,0,0,0,23,0.0130798765590709,0.530324024810718
"2022-10-22",0.0170065768180759,20743096484,44623682.0032,89608904.696,130759548.397,34207712.847,126581356.548,1545087.55444,1796.0309653,9950297262.5,20743096484,292287.408510192,23353133.823,1889,9070,12250,16831,14,9,0,4689,23318,269,15,1599,39345,3219,6304,1927819,-0.386281640510518,-0.289479368301735,0.812928164689265,1.52877263269128,0,0,0,0,0,0,20,0.0106222778829714,0.685295305731232
"2022-10-23",0.0200639356977468,21042196285,17829168.829,190239188.103,290221341.242,39798869.462,176901688.736,14934340.1158,1484607.773299,10077943353,21042196285,342378.22075416,13301453.724,2148,5433,8880,16058,51,25,0,6122,24255,286,64,1568,44788,4868,7738,1932738,-0.199084600010538,-0.213869722421501,0.822849222483677,1.53750847155011,0,0,0,0,0,0,23,0.037560996752509,0.655496895193416
"2022-10-24",0.0205203858839807,21061134527,32795155.7658,145892348.337,260928533.21,59170155.553,215692678.38,2902511.6312,14713.5974115,10115792878.8,21061134527,364838.785815739,12796251.837,1975,4808,8700,14796,53,10,0,6983,23274,284,56,1387,44155,4958,7327,1937364,0.238105627187452,0.196147705688955,0.824625994066367,1.56388362776986,0,0,0,0,0,0,22,-0.0148019542743727,0.559127614531843
"2022-10-25",0.0352956548297818,21636205418,62890470.898,357099277.39,559771731.92,292285020.551,679226454.48,5849973.123,2487339.7868,10102749308.9,21636205418,336629.92878496,41392209.416,2184,8105,12518,17243,87,44,0,7005,23880,529,136,1788,49471,6500,9831,1941749,0.0940500849624725,0.150806777364366,0.796298626961453,1.53085980952249,0,0,0,0,0,0,20,0.0826014731796896,0.637937318065634
"2022-10-26",0.0368027799419273,22433480306,140352287.499,512089614.28,719581332.69,150144766.369,467360827.11,4621880.362,1413857.025,10398077979.4,22433480306,351998.37414319,68415944.937,2395,4297,9629,13751,55,33,0,7763,20682,562,117,1870,47093,6216,10105,1945718,-0.0744630414498699,-0.0589666183608396,0.797395993639466,1.53029289454267,0,0,0,0,0,0,33,0.070464337905995,0.711649386964588
"2022-10-27",0.042651071072082,22267684520,106620632.964,304603181.846,448315018.59,85008444.262,291783038.36,5472704.693,10032.40658426,10479702245.8,22267684520,347780.752315763,40599116.808,2576,3459,12492,16831,47,12,0,11124,27982,456,48,1455,56300,5810,9592,1951031,-0.148893219754281,-0.180602783679024,0.801340504508455,1.5835396387922,0,0,0,0,0,0,32,-0.033746120968293,0.679440057136632
"2022-10-28",0.0423951127309851,22135209784,63130116.67,274848907.496,406945361.52,218688963.663,441315801.31,5143687.1942,6050.3345316,10284757444.6,22135209784,362619.46468286,35068740.66,2415,3085,11727,16054,14,11,0,10821,27444,547,14,1375,54504,5551,8958,1956873,0.0223445790350477,0.102672400640011,0.81499161510683,1.58541164284488,0,0,0,0,0,0,30,0.0262540090026828,0.675395110708227
"2022-10-29",0.0421691604023194,22950622291,54518320.535,353379980.468,563255793.9,265420956.643,441236983.25,3902170.1389,682163.342357,10525859895.4,22950622291,391322.13403942,39344798.713,2404,3083,9861,13249,41,26,0,9550,23269,674,53,1541,48087,4864,8332,1962232,-0.14226876622589,-0.116054876819787,0.807631618148203,1.53495150744351,0,0,0,0,0,0,34,0.0411001213877782,0.627388096660642
"2022-10-30",0.0456119467828495,22315076245,45707425.59,201473119.442,381828893.61,254493029.988,440282141.064,2260078.6641,11926.011983,10105466574.7,22315076245,353058.04528815,65450924.999,2533,2848,9422,13299,12,9,0,8822,22337,593,12,1363,47480,5581,8929,1968108,-0.316720364297498,-0.333007520832661,0.740865780021378,1.4736607752502,0,0,0,0,0,0,34,-0.0182052028722301,0.527652890636885
"2022-10-31",0.0451355708801705,21592722185,56988430.86,248582039.73,348185972.74,354676125.32,694042607.59,10820107.1584,29963.1903962,9705817143.5,21592722185,311499.3710377,62955601.093,8887,8792,14644,18284,19,15,0,14307,26043,547,20,2797,59843,5686,10615,1984557,0.613733953831608,0.620718624209487,0.735322941409919,1.46141576420931,0,0,0,0,0,0,31,-0.0111148784750989,0.713934676270325
"2022-11-01",0.0366594077280677,21624462474,61161528.415,218974870.692,284962175.42,160915747.543,319579163.39,2904222.8164,2067.74033304,9727277359.4,21624462474,307796.69005053,28320578.102,4042,4444,10891,15184,13,12,0,8768,21497,389,14,2272,49801,6931,10097,1992806,-0.229225443274022,-0.283743624538266,0.694970993346756,1.35539002429794,0,0,0,0,0,0,30,0.00428228141529807,0.768434864624603
"2022-11-02",0.0299653654346151,21120055527,44654495.068,244622243.64,450469652.94,298283729.71,565605101.24,7247938.2246,80652.79807,9540388278.3,21120055527,298567.67575971,82103059.108,11463,11501,17776,22090,44,30,0,18954,32843,727,48,3964,77018,8118,12582,2006174,0.125475889429382,0.141168394663935,0.698767904731024,1.33669196459437,0,0,0,0,0,0,30,-0.0391184165954712,0.54303823141796
"2022-11-03",0.0271624773272272,21243078644,121866487.083,236782847.79,386508114.99,206193319.202,424895308.46,2887585.9094,11629.47517779,9552854617.6,21243078644,305637.821744,68586530.024,10496,10117,16864,20245,37,14,0,17332,28869,620,43,3681,70089,7974,11718,2016414,0.395954728595012,0.272405022280165,0.689678462910129,1.34017849118711,0,0,0,0,0,0,30,0.00789481235869882,0.612620637463527
"2022-11-04",0.0375247497393403,21969396257,71400210.364,513499957.488,701677854.37,357331243.772,700983948.37,6394018.1523,741962.280958,9674091609.5,21969396257,334665.78033304,135961828.58,4758,4826,10393,14907,125,31,0,11399,24251,674,151,2810,59229,7804,12320,2022487,-0.308001217687564,-0.105156520263073,0.709427428392171,1.35688843760476,0,0,0,0,0,0,30,0.0717730944866988,0.731817249596747
"2022-11-05",0.0349632087147769,21953560764,57012574.498,198547470.28,330390653.84,179437365.255,347008976.24,2848457.8047,167502.6255375,9655325535.3,21953560764,303774.641426613,60167516.205,4361,5105,10659,20598,62,20,0,9687,27357,618,68,2386,55065,5604,9554,2029650,-0.358479751456843,-0.312175524526741,0.71984094530556,1.35475097239034,0,0,0,0,0,0,38,-0.0109656119443198,0.600947599371717
"2022-11-06",0.0370138448262451,21762050084,48120843.844,624049730.224,776827719.47,477301553.068,676900905.38,2662856.8985,6160.83799,9718085223.6,21762050084,322021.77458382,33026507.565,4022,8131,13490,19494,20,15,0,8395,25890,556,20,2274,51870,5771,9249,2039715,-0.0076553290524901,-0.066364011763258,0.718318493181492,1.34332550318199,0,0,0,1,0,0,40,-0.0351576111926466,0.803330924712323
"2022-11-07",0.0367907409875979,21312921505,101255876.007,282137987.825,500678873.16,225009688.41,462730111.37,4574144.9187,49138.854025,9523172623.1,21312921505,322526.58393926,50535156.461,3720,4911,9758,15220,59,24,0,9265,22435,834,64,2317,52969,7525,10716,2046565,0.276233656258808,0.176905385620352,0.712542300795955,1.47816111453388,1,0,0,0,0,0,33,-0.00209659046411836,0.563510870838839
"2022-11-08",0.0704741673002072,19779721573.6,116859125.59,545115078.32,969558634.34,353583483.74,1228440049.81,17849317.621,6397440.0199,9385558750.6,19779721573.6,344044.907380658,115861851.71,3068,4689,10365,15205,484,86,0,10503,26398,1778,654,4337,74406,12077,18982,2050625,0.859472001741477,0.681502533789489,0.653863992586161,1.60132707684347,0,0,0,0,0,0,31,-0.160408109387387,0.562230131332977
"2022-11-09",0.0955327864884101,17524874986.7,230360811.24,862731046.86,1547526385.13,806031143.01,1963458923.2,27715902.181,32756433.0386,8836268301.7,17524874986.7,567745.3557954,277255715.54,2994,7464,15192,21159,1817,129,0,9068,34037,2428,2217,6852,101295,20008,27225,2054211,0.0705531635983908,-0.0944220014059533,0.588077392628066,2.43534332732036,0,0,0,0,0,0,29,-0.193045015491679,0.557490363427649
"2022-11-10",0.124559288126122,19030979118.5,265053913.95,1610293445.7,2721488029.51,775973427.64,2574735805.3,53509398.276,8704822.06228,9028192759.5,19030979118.5,706500.55903941,247563426.45,3283,10057,15978,21168,316,63,0,9947,36280,1732,367,4712,96037,18272,25553,2060923,-0.3042771426499,-0.115581972292953,0.478262228233016,2.63164474511112,0,0,0,0,0,0,22,0.165636679716963,0.591695950244518
"2022-11-11",0.117857736556803,18703111297.2,135819811.02,366129444.55,774287042.43,175904379.18,726937474.99,6877245.807,218853.45436,9003505935.5,18703111297.2,354731.16187425,70123989.189,3119,6669,12412,17574,90,33,0,9177,29041,897,96,2619,73167,13572,18186,2067697,-0.328904723028198,-0.342700660463193,0.485715153741472,2.26215274653454,0,0,0,0,0,0,25,-0.0081305659313795,0.472860095141138
"2022-11-12",0.117495014620794,18618961108.5,45337775.025,481926126.48,683496505.02,151602957.448,602298780.03,4175092.8474,13076.138439,9029879778.5,18618961108.5,500488.704252703,75523675.829,3004,6227,11086,15899,194,22,0,7908,24194,651,272,2405,57700,8873,13681,2074098,-0.330296094334109,-0.308047249645036,0.525039246498529,2.51272554522782,0,0,0,0,0,0,21,-0.0254167054172853,0.705089379302529
"2022-11-13",0.117543096161631,18253228736.3,88834563.45,260568540.98,477635237.38,321296851.639,641894750.57,2121290.8235,40053.7272726,8782389847.2,18253228736.3,314726.66147659,62663394.155,2675,5272,9410,14207,182,26,0,7282,22101,585,193,2564,52197,8080,11658,2079305,-0.0212057659221837,-0.12970287307672,0.503746049259409,1.49466107565021,0,0,0,0,0,0,22,-0.028107881667558,0.545538772242416
"2022-11-14",0.118688526441464,17881732046.6,193754000.1,433379977.11,825478191.6,196695387.63,1177411992.88,6015326.8889,165503.54218,8704797132.7,17881732046.6,285919.77073749,334960009.511,3288,8535,13693,20582,213,44,0,9318,31351,764,219,3243,71610,9733,17361,2085530,0.173962939036142,0.149765419268984,0.679614354163221,1.26851254841582,0,0,0,0,0,0,24,0.0171830972507108,0.525004756661096
"2022-11-15",0.10488358053132,17917814426.5,95703520.78,339979096.46,588520294.6,237558870.442,667974175.61,4041128.0249,17661.87314053,8678874175.9,17917814426.5,310489.467879114,97276252.4,2764,7203,11230,17806,10,8,0,7033,27292,539,11,2063,60659,9291,14631,2090945,-0.015179478953983,0.0443083091051289,0.749537600359472,1.29399441308405,0,0,0,0,0,0,22,0.00866160081041211,0.577684575331551
"2022-11-16",0.0702310275423314,17776314529.4,117622466.83,325723860.481,578169251.5,143957847.265,494163153.51,2789314.6867,8968.258048,8718429826.3,17776314529.4,265477.5132645,41784343.703,2716,5772,9984,14864,150,14,0,6352,20766,634,152,2105,46267,5594,10975,2095891,-0.0825997666373149,-0.102064231507227,0.760358356372393,1.26729173552509,0,0,0,0,0,0,23,-0.0384579900194009,0.563371122964328
"2022-11-17",0.0206019801883835,17733386407.2,126976559.67,259109564.62,461204511.87,139286283.61,488797976.82,4965435.9894,77742.9191187,8704868832.4,17733386407.2,289334.99130517,74447286.631,4962,9096,12909,22780,61,13,0,8428,30603,413,61,2673,58406,5459,11061,2103093,0.0642489036838522,-0.0313445306127991,0.777810768258983,1.27703784927932,0,0,0,0,0,0,20,-0.000821123658416134,0.561810558984808
"2022-11-18",0.0211430552982983,17700263155.3,83248443.652,172176899.148,254949450.2,97424153.651,263477790.6,1679620.9564,21076.35045152,8701228159,17700263155.3,290390.61715165,12965563.877,2762,5196,8766,24816,22,10,0,5750,32706,355,24,2059,56655,4330,11635,2108595,-0.186186618118934,-0.0347948797275328,0.771972025407604,1.32586937408142,0,0,0,0,0,0,23,0.00177410843720693,0.675337401249277
"2022-11-19",0.0207222908400707,17794866940.1,98197593.71,222028640.89,399380051.57,68620799.01,340522253.01,8767662.0398,2445.26666394,8763383487.5,17794866940.1,269304.405827344,208453422.706,2336,9424,15860,22414,18,17,0,5325,38197,194,18,2004,93482,27741,20760,2114372,-0.140051269296996,-0.0869925931322723,0.78325603006194,1.31760255657301,0,0,0,0,0,0,23,0.00852802740381086,0.555933227053241
"2022-11-20",0.0297488383430035,17337418710.8,78330821.179,203769210.707,498385171.09,121158563.36,513514044.02,1827515.325,87669.956836,8690971589.1,17337418710.8,280527.15379204,296158199.777,2692,6310,13370,21482,129,31,0,6856,50295,569,131,2773,153321,56734,37253,2123208,-0.00921409106000523,-0.0424794084884657,0.769389601834528,1.30633148532684,0,0,0,0,0,0,24,-0.0633713792466022,0.408858895743916
"2022-11-21",0.0281152726102262,17164027151.3,132008603.52,390880809.191,839112630,301030721.17,965593786.65,13392555.4471,360332.85955,8596248663.9,17164027151.3,316102.30196161,371548636.582,2753,5813,13760,21716,442,69,0,7361,48347,863,452,3342,152454,54843,38310,2131301,0.0685448477058007,0.0267773940981777,0.662144738397914,1.3714934870262,0,0,0,0,0,0,21,-0.0314822875211096,0.465826392329478
"2022-11-22",0.0318750578197641,16823508776,178016343.64,513435406.699,969126642.86,313554432.81,1467009245.8,5328534.2269,63759811.93979,8483247073.5,16823508776,427174.023541129,654093403.075,9765,15069,22721,29105,209,60,0,14800,50891,577,606,4018,144946,42333,32548,2139151,0.0974030796100797,0.140680160923644,0.811440737358029,1.33510851361056,0,0,0,0,1,0,22,0.0287310613155922,0.529791860002729
"2022-11-23",0.0352054023541654,16980857812.8,202959089.54,502019728.283,812284473.9,468386949.729,960920700.35,2381872.1485,70194.0882702,8376815892.5,16980857812.8,326668.02053057,355540580.825,9189,13217,20606,27845,31,22,0,13739,50965,607,32,3809,146905,45733,33072,2147205,-0.120249894368047,-0.102845625823532,0.826029919305999,1.30428831496729,0,0,0,0,0,0,22,0.0396090529112474,0.618034376396075
"2022-11-24",0.0358319540756434,16804411217.4,134837374.33,440408235.35,941858942.26,227478205.763,1192631722.34,2698913.7967,73543.9695162,8384020855.9,16804411217.4,271552.70201723,304170174.539,4758,6914,13996,22766,48,22,0,9197,45783,413,79,2817,131348,43330,30442,2155533,-0.0600843650189961,-0.0749910704099305,0.847503824814455,1.38152950076418,0,0,0,0,0,0,20,0.0150490796075067,0.46759468492515
"2022-11-25",0.0358571514790223,16641992230.4,167966596.07,232508778.54,687093009.21,98260345.862,688528525.08,49989838.3243,30993.220287,8279609682.4,16641992230.4,370125.834811934,249051610.251,3459,5445,11261,19202,21,14,0,7028,41516,472,25,2285,117431,38810,27886,2162538,-0.0943722467894931,-0.108854382627215,0.810496660110847,1.36078375706393,0,0,0,0,0,0,20,-0.00470463711597002,0.338394912222047
"2022-11-26",0.0357515536847499,16841152686.7,115051487.013,134684532.025,304160620.99,76446133.449,306497352.018,2956410.7801,3802.59839,8373612626.7,16841152686.7,282791.494905249,189718660.579,5502,7384,12790,19705,18,14,0,9839,45030,399,19,2665,126456,41248,27971,2171979,-0.0400475440072052,0.0276973915272239,0.785403574609797,1.37281373660783,0,0,0,0,0,0,22,0.00585037890146988,0.442807262776558
"2022-11-27",0.0241438946966092,16808299851.5,76775820.403,239416116.715,427796514.96,252446209.031,462222198.43,1536603.6634,13903.36315191,8298188368.9,16808299851.5,250294.571830491,192744267.659,17416,18962,24542,31148,13,11,0,21877,54764,369,17,4731,145558,37393,27045,2195525,-0.02654097206507,0.00442149109282694,0.779013389329442,1.37456609127151,0,0,0,0,0,0,26,-0.00981442339813654,0.559649525750311
"2022-11-28",0.0217732189806564,16579229610.4,86843780.55,158879291.035,306436573.9,113938312.801,336604055.43,4130029.6725,17071.155396,8259138317,16579229610.4,260190.746776965,166733571.267,6903,10837,15746,22319,52,21,0,10536,43637,602,54,3023,122778,37956,27429,2207201,0.27277306294492,0.0790114373236071,0.786801054774036,1.37200986121629,0,0,0,0,0,0,28,-0.0217279238252557,0.518473656760199
"2022-11-29",0.0241177514926892,16682640054.9,99226638.04,299298705.13,442936633.5,227858432.194,550369698.82,2298934.799,1057.04875401,8269661688,16682640054.9,261724.7962213,237124353.394,4613,13907,18892,26055,141,8,0,7737,66090,573,141,2372,202612,77765,48325,2219398,-0.171602767107015,-0.0894286328449218,0.805288619741337,1.34908568466431,0,0,0,0,0,0,26,0.0409572906176825,0.675714498403528
"2022-11-30",0.0296643152747678,17060937169,132639092.15,375868721.77,546115839.91,263111263.3,606433176.45,3722193.3048,283828.30805,8310532573.6,17060937169,263190.76577749,233376333.48,3721,10095,15874,21944,27,19,0,8371,44898,749,30,2432,127903,41668,30213,2230454,0.103530807065153,0.182424415009023,0.803799309477647,1.37869508375286,0,0,0,0,1,0,29,0.0620360089618401,0.688258230766468
"2022-12-01",0.031275898869962,17092500709.8,107478925.34,174252682.839,480517501.11,77004562.011,396475751.32,1637659.6653,1828.18966193,8312743699.5,17092500709.8,239572.5655283,279701653.203,2262,3385,8667,14936,11,8,0,5675,38521,493,11,2062,122580,46335,30000,2235307,0.0118991707422995,0.00977156170446383,0.792903687257185,1.57840786223621,0,0,0,0,0,0,27,-0.0142856237715261,0.362635455392311
"2022-12-02",0.030796053684765,17079022799.6,185766498.63,181631839.72,417568037.95,120919678.27,505015026.97,63300924.1209,169230.307206418,8307460703.8,17079022799.6,329545.20585877,328698852.028,2191,3288,8649,15640,26,15,0,4975,39945,402,48,1982,131026,51198,33072,2240204,-0.041637395368531,-0.0585181207615012,0.800238654331663,1.54433859540398,0,0,0,0,0,0,27,0.0152740026790603,0.434975436845453
"2022-12-03",0.0372160328343229,16927933986.7,93120186.936,94527030.346,372686319.38,42230165.257,326946790.567,835304.28572,734.3122605,8289156785.1,16927933986.7,232210.37961525,407115899.331,2143,3226,9010,15823,10,8,0,5529,50541,284,10,2249,169360,70531,41361,2245390,-0.0630979926601793,-0.044791868484855,0.80137898995295,1.52669431605378,0,0,0,0,0,0,27,-0.0435610932195658,0.253636974126807
"2022-12-04",0.0378759422325973,17065714709,82410833.752,99730432.631,708140996.76,69645673.234,705206788.023,836811.395,1669.10964958,8306536406.8,17065714709,243160.38359219,1159462358.787,2018,3687,10608,16847,6,5,0,4887,81797,231,6,2176,281131,128259,65054,2252254,-0.0359306804672319,0.00442508025962103,0.794600460856968,1.53860125137667,0,0,0,0,0,0,26,0.0311746537314885,0.140834146147875
"2022-12-05",0.037118604328065,16846420841.1,107367653.232,168033057.611,254125282.77,61414634.978,344525946.658,2539750.7343,201899.6600184,8332758637.7,16846420841.1,265043.555377791,111048397.869,2924,18095,21871,29075,44,23,0,6215,34862,444,63,2494,67246,9416,13905,2256887,0.198137744459605,0.120803845751596,0.842868494711705,1.56443770442818,0,0,0,0,0,0,26,-0.0158944786714041,0.66122133059496
"2022-12-06",0.0346817744510949,16636563556.8,85627906.97,400139017.246,382900941.48,159772414.24,366459966.93,1041872.9698,229934976.700915,8301265557.2,16636563556.8,241518.95845493,69680528.984,2561,6552,10146,17228,94,33,0,5965,23054,311,542,1969,48954,7365,10089,2261403,0.0468905689107221,0.0437835783154433,0.847429636060487,1.58744313436441,0,0,0,0,0,0,25,0.00924608099560142,1.04501967453872
"2022-12-07",0.0268283241716253,16458534212.2,87141960.65,95830545.675,209831844.09,79251311.104,201472374.6,2515756.9827,20381.1538235,8262314742.1,16458534212.2,252692.464161602,69386639.18,5863,7458,10842,20816,43,23,0,9369,27347,410,46,2504,56807,7026,10202,2267572,0.129033443017661,0.144553453840238,0.839691771967003,1.60179464500973,0,0,0,0,0,0,29,-0.0321491940412528,0.456701632159782
"2022-12-08",0.0316533968750955,16707932768.8,57792336.627,150343647.288,416672690.874,114483418.751,439343345.515,8444848.681,10082.1020707,8276636194.5,16707932768.8,262094.46178766,44696229.327,5146,11409,17944,30952,15,13,0,11048,42493,469,15,2236,73874,6819,10907,2274245,-0.109693443323389,-0.00517415647064186,0.847936644523538,1.57798692696605,0,0,0,0,0,0,25,0.0392272741883248,0.360819536727122
"2022-12-09",0.0312881944764686,16525034459.7,66002047.697,78219908.604,162165361.04,33748724.614,130841976.61,1389846.97553,428.89204151,8201908638.7,16525034459.7,233336.58125398,23646531.773,2583,5210,10533,21786,7,6,0,7730,31279,385,8,1642,56441,6048,9404,2277711,0.732901587040899,-0.112752242200234,0.852185589590218,1.57238950593021,0,0,0,0,0,0,26,-0.0137076247349999,0.482346588089833
"2022-12-10",0.0258742157079684,16710323686,114989813.117,2076504127.974,2850718888.501,2044817806.819,2832258028.979,30888875.392,17.934855271416,8297036055.6,16710323686,271858.67514149,41118122.62,2152,11964,16013,29497,3,2,0,8223,44440,298,3,4939,82136,7100,17183,2281609,-0.729828902284833,-0.0888828837096421,0.858601440023,1.5794428698361,0,0,0,0,0,0,27,0.00297294524516189,0.728414203290979
"2022-12-11",0.0226938979887342,16633354737.2,65730890.392,3624005508.375,4924873080.27,3605946531.661,4955299160.9,2894516.4796,3540.0355757,8283627743.7,16633354737.2,254691.147140441,48975715.0423,1875,8529,11675,26511,19,7,0,11146,42786,221,23,8468,87784,5616,19565,2285220,0.0865595023778435,0.0359491442763933,0.884378152212172,1.56878138589314,0,0,0,0,0,0,26,-0.00252960562392257,0.735857645325617
"2022-12-12",0.022072782307682,16670991789.3,96471226.74,3753809009.684,5086571957.69,3727854139.936,5079296578.03,2241271.5929,467313.782293,8287083032.6,16670991789.3,244694.12321171,64418206.951,2107,4574,7925,19808,113,23,0,12042,33232,404,175,9001,81178,6114,20300,2289136,-0.0257409822042525,-0.00917135459819775,0.894010644949749,1.60162992246891,0,0,0,0,0,0,27,0.00913953510551302,0.737984057024673
"2022-12-13",0.0254715858808312,17079010821.1,170299826.29,7409916400.69,10452022030.72,7270796225.34,10262541131.84,6755145.479,1145962.299199,8282560013.7,17079010821.1,301443.83839572,96115429.789,2292,4705,8183,19013,39,28,0,20190,44590,413,53,17040,118511,5511,30925,2293475,0.068661603129579,0.164802558768051,0.905231505590458,1.56654927192401,0,0,0,0,0,0,27,0.0352454637273665,0.708945731161988
"2022-12-14",0.0210417667086115,17029299767.6,107571318.98,28996446148.42,39190931288.72,28914310733.784,39197702961.09,2168024.8757,15689.513056,8270677741.9,17029299767.6,259290.726196121,41175918.864,2310,4500,8594,21360,18,16,0,64060,115484,322,19,61877,335479,5325,88492,2297814,-0.119242769770371,-0.0854511033016332,0.932658669719781,1.539492860889,0,0,0,0,0,0,30,-0.0102433869035599,0.739876425359808
"2022-12-15",0.0209403602343349,16559518775.6,139640029.84,106131847.62,212378864.54,79344005.772,436972226.781,3691528.0835,35585.31948,8214547830.4,16559518775.6,244621.89684234,42427857.857,8617,10013,13566,23604,23,16,0,10258,26080,408,26,2651,55101,4578,11195,2309679,0.0587920754237371,0.0368184961279004,0.926318836013586,1.54394016414312,0,0,0,0,0,0,31,-0.0318488851903318,0.499728858847962
"2022-12-16",0.0371431471706616,16012882323.1,117106653.43,168736844.42,291866733.96,70310643.674,285320443.31,7698910.981,874802.5152,8144405638.4,16012882323.1,271971.52752205,26919040.542,9991,6054,14990,23885,218,57,0,12713,20020,586,251,3747,55577,5548,12875,2315970,0.0828208851857171,-0.0209857397243463,0.91025658875804,1.54638852238713,0,0,0,0,0,0,29,-0.0819358055476718,0.578129758505213
"2022-12-17",0.0384456541344594,16046902615.7,82114481.83,152996286.88,232091371.26,41894172.488,196362668.92,5881646.2112,1440095.298476,8175329580.7,16046902615.7,241659.73670378,38441549.165,12774,6996,18962,32246,37,18,0,15095,25140,320,38,4881,64440,5844,13224,2322877,-0.255175469982621,-0.175684981346585,0.891939593925724,1.52612296411096,0,0,0,0,0,0,28,0.0174014960802173,0.659207130577061
"2022-12-18",0.0384120799452569,16106413602.1,35508887.099,64878951.031,118971641.012,45609973.87,104461655.539,652317.9786,27578.9799244,8183202950.7,16106413602.1,232358.21667104,16590583.5215,6771,11120,21991,34689,11,7,0,8468,35128,271,11,7130,67251,4812,11506,2330132,-0.0366278122946378,0.0751105603909102,1.28983265489223,1.5171370560874,0,0,0,0,0,0,26,-0.00378078665295689,0.54533122750199
"2022-12-19",0.037529036472674,15931821929.7,75241890.607,86743213.3,191757403.277,42606383.831,219921091.038,1963305.4418,93659.78244,8143900070.2,15931821929.7,299060.49689751,12718981.109,2885,5481,10810,21482,295,35,0,4463,20694,407,309,3053,44137,3895,11400,2334747,0.0378851130278929,-0.0256235654541048,1.27741459867679,1.49103285929931,0,0,0,0,1,0,29,-0.0126783234076342,0.452359136166944
"2022-12-20",0.0388901952066249,16249816025.1,143129549.41,155941141.218,279335587.437,61203199.655,231367537.094,1573098.0626,39860.59451976,8191027724.9,16249816025.1,250696.79522976,37765294.212,2010,3724,7485,17822,25,13,0,3537,17457,365,26,2437,39269,4484,11109,2337541,0.0959786177210438,0.127674695817091,1.26603612318625,1.52254895474843,0,0,0,0,0,0,29,0.0414315021733786,0.558257337164998
"2022-12-21",0.039038490316641,16065539254.4,64284602.372,79125908.613,174163654.417,38086548.9267,180606942.62,1432500.7769,3618.21806427,8096806035.3,16065539254.4,249115.47951885,62976947.3966,1667,2646,5518,15912,12,6,0,2536,15225,266,15,1870,34953,4712,10460,2339533,-0.0127831601428825,-0.0911492479027792,1.24812262810515,1.50612223068683,0,0,0,0,0,0,26,-0.00275601252169988,0.45431929456159
"2022-12-22",0.0380891078440724,16277104909.2,97353192.68,87526313.77,168464995.29,57129995.306,153540722.362,4540545.2896,33605.683023,8169074084,16277104909.2,279193.934368059,24430035.305,1626,2983,5507,15960,16,12,0,2523,14144,308,16,1517,32297,3311,10581,2341879,-0.0682883394120385,0.0138463208453948,1.20888930979248,1.53331119884117,0,0,0,0,0,0,28,0.0030599426693918,0.519551931956725
