"Date","volETH","totalValueLockedUSD","bridgeVolume","dailyBorrowUSD","dailyDepositUSD","dailyRepayUSD","dailyWithdrawUSD","dailyFlashloanUSD","dailyLiquidateUSD","totalBorrowBalanceUSD","totalDepositBalanceUSD","dailyTotalRevenueUSD","dailyTransferUSD","dailyActiveBorrowers","dailyActiveDepositors","dailyActiveUsers","dailyActiveTxSigners","dailyActiveLiquidatees","dailyActiveLiquidators","dailyActivePositions","dailyBorrowCount","dailyDepositCount","dailyFlashloanCount","dailyLiquidateCount","dailyRepayCount","dailyTransactionCount","dailyTransferCount","dailyWithdrawCount","openPositionCount","weightedAverageGasPrice","weightedAverageTxFee","weightedAverageEthAPY","weightedAverageStablecoinAPY","bridgeHack","lendingHack","tokenization","marketCollapse","bridgeIntegrations","mainnet","FGI","ETHreturn","CER"
"2023-02-08",0.0190297947737972,19559735756.8,144906328.46,107161871.165,245443086.78,68281021.18,232248703.12,4083868.6154,64779.72847,8892899127.1,19559735756.8,407059.14170485,89764894.01,1807,3383,6682,8513,33,16,0,4606,11646,552,34,2166,31003,4465,7625,2478858,0.0512033916527591,0.0463879816036732,0.910137013126879,2.29350196031511,0,0,0,0,0,0,58,-0.0122864906007418,0.436605783323827
"2023-02-09",0.0316930485221059,18851434646.2,117262670.24,169891505.569,325163136.53,86951967.069,337365532.1,58627544.435,261582.49409,8809669000,18851434646.2,427204.764995109,40557279.324,2006,4393,8022,9920,73,42,0,5713,14050,811,77,3158,38615,5082,9856,2480679,0.0188723486698368,0.00709145461297992,0.902906810907004,2.34362937892747,0,0,0,0,0,0,55,-0.0661246860736009,0.522480830336454
"2023-02-10",0.0303345806343153,18606495588.3,100136773.946,316108437.492,471740274.079,245129761.136,495770045.594,3348971.2664,65473.06916,8730361897.1,18606495588.3,330695.67203586,53706984.544,2116,6143,9996,13073,34,26,0,5065,14817,409,34,2849,37324,4223,10060,2482820,-0.293871460517228,-0.289301398679502,0.933788685204202,2.34662937986515,0,0,0,0,0,0,48,-0.0206141643202891,0.670089994137458
"2023-02-11",0.0319641631396525,18809554740.5,83482373.291,182687204.712,327662885.386,157251552.281,264774952.597,1285852.9726,230180.2037953,8721429652.4,18809554740.5,361716.784909334,38922931.462,1598,3382,5984,7669,29,10,0,2834,8780,246,29,1477,21006,2564,5155,2484845,-0.269485008411828,-0.187058408886739,0.928705843343813,2.28642126374273,0,0,0,0,0,0,49,0.0160676553812227,0.557546224671699
"2023-02-12",0.0316420676272974,18692209880.8,58588961.789,202063501.703,230692462.71,139596311.625,229663560.88,1107982.6346,33555.03062,8707606853.1,18692209880.8,325488.743435549,35347671.302,1494,2968,5846,7561,19,16,0,3162,9237,289,22,1665,23476,3239,5932,2486711,-0.0280556938408259,-0.0414406413690987,0.917815611421183,2.18441362378486,0,0,0,0,0,0,50,-0.014998087133903,0.875899885628301
"2023-02-13",0.0316789547230041,18543059581,191878137.67,671479273.77,1425466791.52,463612044.67,1260798796.9,4499744.0082,38968.317946,8677266729.6,18543059581,341759.165785229,78689225.134,1926,5030,8762,10879,52,26,0,4210,14032,420,57,2445,36243,5654,9634,2488380,0.297930487906615,0.207448453694078,0.806209736847395,2.4778260805584,0,0,0,0,0,0,48,-0.0063549438041015,0.471059219172682
"2023-02-14",0.0310500728376737,19090318964.7,111070787.53,165010314.8,258761640.54,72934072.634,260035360.45,7020430.3241,49416.89877565,8783028635.8,19090318964.7,351451.53611677,36219236.987,1799,4076,8541,10504,12,10,0,4015,11744,385,14,2033,36113,7109,10940,2487498,0.714772402746282,0.619177126695854,0.817390057425565,2.41847985315748,0,0,0,0,0,0,50,0.0324204397870131,0.637692335137643
"2023-02-15",0.044462387590234,19905373063.7,134943524.57,179982089.38,315998711.2,61467656.701,263535247.17,5012462.8329,553114.984653,8905778686.7,19905373063.7,409030.38971233,57064995.863,2084,4014,7325,9502,22,17,0,4779,12082,464,30,2341,31410,4118,7701,2490602,-0.381593912983881,-0.237721233849803,0.861569897632395,2.30623244384656,0,0,0,0,0,0,53,0.0742985269281204,0.569565896951038
"2023-02-16",0.0352323341126567,19913806544.8,147097419.81,250290065.12,378356841.63,158336654.79,398359343.71,73468604.89,721345.80621,8878621491.2,19913806544.8,388087.56375316,38381346.482,2306,4503,9301,14274,110,43,0,5642,16954,680,142,3214,46882,7864,12513,2490930,0.0460730900356496,0.040110291995121,0.85516679554814,2.38946444913301,0,0,0,0,0,0,62,-0.020971248845286,0.661518539064141
"2023-02-17",0.033543201531993,20177842277,136906500.18,106423283.258,209746820.59,69891746.968,205588028.16,3339340.4353,30567.4078453,8865153909.3,20177842277,375547.42104647,31578708.58,2153,3630,7734,12772,50,19,0,4516,15058,469,62,2275,40402,6535,11566,2491752,-0.0892830023173223,-0.0152867187424223,0.874568951371081,2.24392049734189,0,0,0,0,0,0,61,0.0319703832965592,0.507389256049938
"2023-02-18",0.0341849779356227,20271074033.7,132439749.516,744278104.67,1256940459.73,649736977.004,1139366350.12,1611185.4015,5914.53953881,8913108827.7,20271074033.7,351746.23100831,34334497.193,1824,3690,6928,12541,28,14,0,3733,14396,312,29,1709,31141,3810,7241,2494937,-0.244845820800711,-0.172963644276898,0.884600869561827,2.24784918400669,0,0,0,0,0,0,60,-0.00138233352785377,0.592134733915619
"2023-02-19",0.0330819647819138,20246957155.2,148596988.12,83031899.421,156872538.31,31763255.804,127739867.23,1494979.0454,15838.348512,8928006017.9,20246957155.2,332346.711919285,14804786.062,1878,4320,8260,12561,38,18,0,3639,13798,368,40,1570,33339,5028,8958,2497484,-0.0231505790515771,-0.0587024666455048,0.896257098254901,2.2535967860292,0,0,0,0,0,0,60,-0.00598850340275092,0.529295313988727
"2023-02-20",0.031801230464327,20314795349,177459809.93,133951788.26,415669004.04,92100883.64,478317920.21,3043052.3002,14184.9102062,8947302323.4,20314795349,356929.3730484,130543403.602,1984,3583,10003,15341,21,17,0,3980,16951,387,24,1845,44181,8027,13031,2497446,0.199387137193213,0.174397563309105,0.949980650586,2.2210636129942,0,0,0,0,0,0,58,0.012851786590562,0.32225589822211
"2023-02-21",0.0348038374719768,19877246529.9,171907224.599,324235364.648,611399245.56,190714448.5,760810763.99,2857320.2961,22933.517778,8942242126.9,19877246529.9,388846.55864405,70671647.802,2312,4498,11338,14948,24,19,0,4448,18855,452,26,1775,41732,6214,10065,2501791,0.00891608694129874,-0.0521678334481097,0.869017046488201,2.35514440953051,0,0,0,0,0,0,60,-0.0260878153557025,0.530316919758418
"2023-02-22",0.0199426750585602,19758065303.5,114800071.33,172775608.38,356731116.75,40628565.875,279521403.89,4754279.52,9138.2816248,9005881326.7,19758065303.5,345316.46973513,70980834.595,2589,6164,15651,22113,24,16,0,4364,23830,401,25,1859,53598,9276,13909,2503605,0.0688118153017597,0.0760270814825292,0.88111032659208,2.33832074329549,0,0,0,0,0,0,59,-0.00970093595385357,0.484330074578503
"2023-02-23",0.0183182166421985,19896600771.3,153180913.78,153934313.56,207251019.47,77060742.275,202614237.28,4520711.2694,26888.6092639,9045154157.4,19896600771.3,409067.686032238,28437908.602,2108,4999,14622,17650,12,7,0,4168,21762,387,12,1741,42632,5843,8772,2509778,0.0459306348862113,0.0249789098496548,0.884994181812116,2.37051183530392,0,0,0,0,0,0,56,0.00432920822724014,0.7427433358526
"2023-02-24",0.0146318250808323,19561970387.5,113874143.38,206674192.888,425971580.59,77556529.6,370313317.16,3391257.8713,239230.02998,9012542835.8,19561970387.5,364168.52106792,63279576.461,2130,5674,15067,18799,49,27,0,4235,20361,384,53,2139,51461,10610,13739,2509180,-0.168759574997543,-0.195221734830141,0.886425417630492,2.46117900127593,0,0,0,0,0,0,53,-0.0259499764269453,0.485183055174108
"2023-02-25",0.0143877174794903,19394921727.9,517971735.723,92986611.409,224997026.917,40182867.633,201305368.187,3523947.9653,78496.92607,9004365625.9,19394921727.9,361301.67570567,44569553.799,1734,6507,14834,18812,37,21,0,3348,23502,292,39,1620,48787,8516,11548,2512129,-0.31805974176087,-0.236629807819137,0.890708011085636,2.2775993539903,0,0,0,0,0,0,52,-0.00847986598141226,0.41327928943391
"2023-02-26",0.0202610501854903,19884505898.2,129000793.318,121751255.961,347780467.84,52016193.087,235698823.18,10884148.8546,1262.0054521,9048817814.3,19884505898.2,388523.69767332,38430975.343,1695,3118,7176,13217,2,2,0,3186,16951,252,3,1206,34600,3876,9167,2514028,-0.0129058454593212,0.028225481939213,0.8649922527245,2.35548205364115,0,0,0,0,0,0,51,0.0290108286248376,0.350080775718011
"2023-02-27",0.01895228467416,19901661396.4,153464599.46,214081773.82,493086234.87,102863335.18,356961299.87,2329200.2992,18095.8406978,9045361782.2,19901661396.4,386512.10518292,30619783.2751,1805,4157,10903,16457,13,10,0,3331,19129,303,14,1715,41390,5588,11396,2515894,0.0926116976471215,0.0562730307302055,0.811266453548314,2.3226745109063,0,0,0,0,0,0,50,-0.00484847954317579,0.434167005040085
"2023-02-28",0.0177144328821703,19859245556.9,158427331.38,182583096.46,427570659.48,100255335.08,332580648.34,3351010.4673,21865.0276388,9060998415.9,19859245556.9,376097.953544909,119142482.545,1821,4513,11628,14564,17,16,0,3651,16841,287,18,1419,37368,5695,9549,2518064,0.057409531569512,0.0171666948808069,0.840612623472943,2.24215231923208,0,0,0,0,0,0,53,-0.0178923049417756,0.427024381612276
"2023-03-01",0.0235667931031549,20179382054.9,138492082.9,202189879.868,299845864.82,99067336.48,325072190.8,2625786.0819,41826.3065538,9113763297.3,20179382054.9,388196.78121067,51202698.02,1806,5032,11417,14918,8,6,0,3232,16555,251,8,1483,35940,5029,9458,2520081,0.203604253513988,0.209457414016335,0.842528858518068,2.45098345998007,0,0,0,0,0,0,50,0.0375489723848181,0.674312717266841
"2023-03-02",0.0240399961208808,19829698906.2,105990703.24,148569242.36,255152372.95,95466036.85,265442544.98,5689225.296,7355.2881266,8935569065.9,19829698906.2,386102.27307986,48581695.8081,1929,5714,11712,14532,11,8,0,3386,16774,296,11,1447,35924,5108,8985,2522674,-0.0683651831341562,-0.108665117187904,0.863651003361438,2.45647007105433,0,0,0,0,0,0,51,-0.0112934167852208,0.582276545745133
"2023-03-03",0.0291266096816632,19485161649,110858266.61,196672611.33,284132538,103321587.59,298789449.89,20018548.7093,368908.5561,8951758782,19485161649,513614.62217601,74164423.712,1991,6198,12548,15142,80,42,0,3523,17138,463,85,1947,38972,5798,10115,2524905,0.0445177034318238,0.0371237382780679,0.847430449028744,2.3739239211739,0,0,0,0,0,0,50,-0.0488177841650357,0.69218616324048
"2023-03-04",0.0290494050961608,19575122358.9,522503393.15,67211610.058,239927358.427,51520515.993,113453251.035,1255863.4751,27489.21630749,8922932144.1,19575122358.9,412363.31101008,45859058.9931,1687,5129,10271,12171,17,11,0,2642,13117,272,17,1468,29653,4588,7578,2527097,-0.22286061180328,-0.144326211721932,0.851522508861036,2.14569240902548,0,0,0,0,0,0,50,-0.00137771818119514,0.280133164048692
"2023-03-05",0.0256148612892877,19694895604,84538687.09,98793167.285,195157895.51,45620493.363,141911821.558,2875907.9706,108373.452558189,8961273661.9,19694895604,362119.380335393,22749483.6794,1630,4306,8050,9886,6,5,0,2762,11146,282,7,1310,25327,3624,6258,2529230,0.0666710857088358,0.114081701344636,0.861298621354934,2.02060325756077,0,0,0,0,0,0,47,-0.00150745772853699,0.506221728958631
"2023-03-06",0.0257843663855605,19738197791.1,133919074.43,154410940.22,241042383.06,60387095.36,225790272.8,1673327.3326,1028.92746598,9017455557.1,19738197791.1,366144.635676599,35783786.403,1772,4156,7900,9612,9,6,0,2781,11286,259,10,1241,26046,4077,6443,2531498,0.228333974095749,0.136763979449738,0.853234947982725,2.20074268642467,0,0,0,0,0,0,48,0.000939234177939952,0.64059663806744
"2023-03-07",0.0252569659475418,19604355245,135970813.81,130335523.63,261922334.7,120405138.11,276666342.43,2874935.109,57000.82483,8976536298.2,19604355245,362886.34335885,31024313.803,1938,4523,8864,12489,17,12,0,3618,15747,353,17,1676,33862,4623,7900,2533758,-7.97704243398666e-05,-0.0214871967708606,0.875517541337143,2.06074519740849,0,0,0,0,0,0,49,-0.00259622478465804,0.497611338793553
"2023-03-08",0.0176915947223881,19490643325.2,160376119.32,128821716.76,281366712.38,143003271.09,250883554.42,6070649.558,122898.49423,8865500693.3,19490643325.2,378076.10053588,72922376.228,1852,4164,8631,11928,51,23,0,3434,14665,433,58,1889,33532,4576,8545,2535699,-0.0241884950800764,-0.0130066138965138,0.906531741887939,1.80507563963054,0,0,0,0,0,0,50,-0.0185735042493711,0.45784277631968
"2023-03-09",0.026347992672457,18747090699.9,150281618.11,186750956.57,686673186.86,126629699.63,664439098.38,12372264.8228,6836911.002,8759017499.2,18747090699.9,412919.262926093,55518689.541,2047,5578,10497,13110,241,67,0,4090,15619,733,348,2588,39123,5850,10034,2537646,0.0715477911617268,-0.00827541944103964,0.937952855328282,1.7917256597071,0,0,0,0,0,0,44,-0.0636517881686371,0.271964830058342
"2023-03-10",0.023047547357541,18445881346.3,179202583.3,657117583.93,1025798538.13,305986038.94,1065457310.98,8665599.137,3502454.6117,8769000704.7,18445881346.3,372473.542609763,94536350.314,2392,6363,12129,15188,232,65,0,5446,20090,879,346,3709,52171,7966,14441,2539358,-0.097698902682267,-0.107916855321328,0.890404963271442,2.08450648618708,0,0,0,0,1,0,34,-0.00820177357478435,0.640591265735186
"2023-03-11",0.0284217921429291,19184095470.7,515410830.8,4032331247.88,16306055664.51,1045795438.79,16077825153.5,37826024.809,18609777.458,9489123788.2,19184095470.7,1728802.20147996,589939252.82,4309,6660,15424,22228,1101,112,0,14544,37373,3838,3374,11032,127951,20842,38582,2539619,0.940661850070138,1.05095005315593,0.900327536550306,1.76646330274245,0,0,0,0,1,0,33,0.0306452774338792,0.247290413503024
"2023-03-12",0.0418586298022192,20749281911.2,141366375.57,1631906495.086,3064457303.6,283859049.606,2069356034.71,19433365.876,12929913.0012,10354198230.3,20749281911.2,383436846.093403,367980133.393,2851,5725,11159,14819,80,38,0,6678,23342,1085,1096,4016,65572,11231,18902,2541689,-1.09022128699596,-0.973827272641052,0.989168751706063,1.82260009877616,0,0,0,0,0,0,33,0.0715323263690477,0.532527078503885
"2023-03-13",0.0469174138178568,21340507434.4,182201205.46,1220050046.988,3798182872.79,517724721.97,3970297851.38,408173828.9961,3655712.476758,10355282206.4,21340507434.4,1658585.94025242,147162141.41,3151,5240,11614,14250,59,26,0,6925,20925,807,67,4359,59488,9015,17864,2542762,0.229502447095594,0.0114688330339061,1.0679181140897,2.32046694032698,0,0,0,0,0,0,49,0.0575974209458039,0.321219406187201
"2023-03-14",0.0466357298178183,21083279087.6,171459290.31,614920692.33,1199313588.43,338562809.61,1637850375.8,19642215.532,1161330.37597,10031161871.6,21083279087.6,560091.55357882,122970947.883,2988,3901,9660,11992,141,41,0,6765,16759,807,167,3141,48411,7483,13450,2544492,-0.0834452950344008,0.0203945897364935,1.08506627650086,2.20414552541999,0,0,0,0,0,0,56,0.0155423272803716,0.512727195174184
"2023-03-15",0.0480889834783766,20660253314.8,140151009.48,405134373.778,820203774.84,365353919.196,954498933.8,5732360.8358,85492.500143,9780277784.3,20660253314.8,467672.896737903,75931528.439,2110,2904,7563,9680,39,24,0,4010,12958,586,43,2214,36454,6217,10521,2545565,-0.0773530320720101,-0.0805084233924876,1.07539151753006,2.10982783026546,0,0,0,0,0,0,50,-0.0301533382643013,0.493943561594838
"2023-03-16",0.0354109655123228,20356487029.4,210006633.08,202001670.659,333358091.53,293299388.725,768912680.98,3459448.7589,371.26578838,9531377357.2,20356487029.4,443684.020979269,64318863.337,1994,2798,7025,8809,9,9,0,3701,10955,416,9,1985,31186,5377,8894,2546459,-0.11683065827019,-0.0592540225360873,1.07738144114217,1.75927579345891,0,0,0,0,0,0,52,0.0145632181182007,0.605960004546106
"2023-03-17",0.0362031177894348,21093803235.4,174378672.57,313142912.66,627353682.6,187493561.03,629221584.56,102900807.949,7995460.94463,9533868119.2,21093803235.4,463667.92250702,84433978.486,2241,3777,8605,10771,53,24,0,4512,13797,637,58,2597,39173,6668,11015,2546460,-0.00420458544167686,0.0351895449494339,1.07527198829083,1.67857976410079,0,0,0,0,0,0,51,0.0667428288203986,0.499148919254308
"2023-03-18",0.0408199383002633,21320193256.9,157028841.03,189645133.06,737628788.71,88204075.63,542225040.58,6031031.135,322845.80125,9531496462.6,21320193256.9,389603.278033906,117866073.755,2112,2494,6848,9221,51,24,0,3903,11593,456,64,2028,34103,6216,9923,2546586,-0.270387946996212,-0.261487090095517,1.09339241283127,1.50145087479045,0,0,0,0,0,0,64,-0.0172942913779002,0.257101045895538
"2023-03-19",0.0354911934808494,21592989472.1,200544236.2,821358163.1,1384293726.5,64617484.604,1304177637.1,7001933.986,86998.58158,9573004942.1,21592989472.1,371609.76284755,205100962.48,5166,2619,13381,15959,30,21,0,34797,48944,502,30,2035,114516,9027,19253,2556815,0.0362436600463134,0.0601396809188864,1.06590982638672,1.44999068815969,0,0,0,0,0,0,63,0.011740667397655,0.593340956024335
"2023-03-20",0.0336847502001787,21466057137.2,123872853.3,474174505.48,767380911.81,98000927.503,557932380.83,4776736.991,48942.29791,9647792747.1,21466057137.2,437867.48209919,117395734.72,3302,2718,10360,14800,60,21,0,12938,24805,414,61,1944,59466,6871,12516,2560190,0.0958795580279736,0.00179503371622404,1.00743734969692,1.66161702298425,0,0,0,0,0,0,66,-0.0268597891995697,0.617912822931154
"2023-03-21",0.036194297574118,21775042824.7,130193689.12,314423403.18,573274750.82,153558975.382,374533797.64,3053296.3363,228848.598333,9641617073.2,21775042824.7,409202.325983119,37394784.598,2837,2046,8115,11513,27,17,0,9954,18546,435,28,2013,47229,6027,10287,2562463,-0.079388318215428,-0.0399063185712476,1.02589187648047,1.58664371269302,0,0,0,0,0,0,68,0.0402956222534394,0.548468954424132
"2023-03-22",0.0378902304051796,21447054306.5,178979519.81,307608116.09,468068051.13,196070107.936,577337271.24,10110128.721,177660.0252,9557326630.4,21447054306.5,438924.127018189,80392856.14,2834,2097,12934,15719,39,25,0,8652,16455,593,41,2109,56255,11776,16693,2559259,0.0353091413435758,0.0246280555831975,1.04103925288223,1.9177067967087,0,0,0,0,0,0,62,-0.0390437435510078,0.657186738867092
"2023-03-23",0.0405172396174567,21915576291.2,481565250.14,217108012.48,319153896.45,95158447.878,373638752.92,4906941.2418,113511.657228,9593551484.6,21915576291.2,393007.091955231,82944772.57,2685,2003,7368,9896,20,15,0,8873,15154,538,23,1868,41325,5294,9639,2560491,0.120655432925232,0.119769851824771,1.01105323866079,1.90140998446939,0,0,1,0,0,0,57,0.0448707954931038,0.680261199674913
"2023-03-24",0.035520830875839,21369063176.1,265959391.63,246323262.28,329565543.63,122698336.72,395203005.8,2409076.7641,59609.49421,9467905759.8,21369063176.1,597258.39603695,51329849.15,2925,2198,9451,12029,29,20,0,8319,16501,439,29,1907,44963,6584,11228,2563204,-0.00111578392237136,-0.0134812520056009,0.991092061001471,2.01395500112103,0,0,0,0,0,0,61,-0.0363856107905294,0.7474181298411
"2023-03-25",0.0349951840862825,21125190015.6,118437470.94,89384089.55,166538822.79,47762636.913,272288927.28,1477084.46223,14956.4788441,9378185428.2,21125190015.6,367694.72134452,34740924.623,2553,2027,7294,9666,27,16,0,6072,12909,288,28,1556,33491,4497,8154,2565676,-0.253271488473555,-0.236358602818822,1.02807376802707,1.79919896715752,0,0,0,0,0,0,64,-0.00396380402132923,0.536716232603075
"2023-03-26",0.0354654512305718,21414597434.5,131592485.1,125610426.46,238423070.87,34863386.924,213306607.39,2524427.65,26740.1791449,9451669564.5,21414597434.5,407277.762603813,37081012.423,2544,2012,7493,9945,6,6,0,7000,14065,276,6,1251,34454,4177,7709,2568804,0.0758926785768983,0.101440618053671,1.03807579647434,1.77995684040223,0,0,0,0,0,0,64,0.0180416678449751,0.526838388590712
"2023-03-27",0.0364505767105444,20988353942.6,190817618.73,299750257.66,415186948.56,143733938.685,445293353.83,3172341.734,219997.51641,9346138033.4,20988353942.6,375152.019718599,28781112.081,2613,2474,8429,10496,39,25,0,6725,14519,354,40,2089,39871,5731,10478,2570778,0.343870089356958,0.240468637672699,1.01670351391915,2.0762953601713,0,0,0,0,0,0,64,-0.0340617270291581,0.721964548017776
"2023-03-28",0.0351813290591217,21233997713.3,159439699.73,129407846.92,245231949.18,96461995.139,349326566.99,4744880.3375,722162.71057933,9291915007.6,21233997713.3,394190.944138834,35043816.011,2708,2332,7666,10071,19,9,0,6821,13765,354,19,1607,36875,5153,9237,2573663,0.0211156065633499,0.046971769122118,1.01140468943354,1.83387264285419,0,0,0,0,0,0,59,0.0332553413131862,0.527695707483101
"2023-03-29",0.0314110372959826,21493033512.2,95275194.95,189687765.152,536744492.06,70398746.059,533396756.9,2791589.5212,28582.8050263,9340015922.1,21493033512.2,375579.2192646,44503918.108,3318,2329,8094,10666,13,8,0,8886,16507,405,13,1613,41667,4604,9674,2577760,0.0407232372213426,0.0240646518522927,1.07121965106276,1.92427215053379,0,0,0,0,0,0,57,0.011576449425883,0.353404213658509
"2023-03-30",0.0259706820255623,21253668661.1,75219985.413,179729686.35,737434321.34,45435976.053,689041092.94,3971420.9844,12568.1965208,9309589817.6,21253668661.1,376498.339505589,30818748.881,3577,2519,8833,12680,14,8,0,10874,22174,557,14,1599,51790,5188,11422,2582332,0.072467297901778,0.0528712204986655,1.03076809603241,2.05579752930174,0,0,0,0,1,0,60,0.000178429044260575,0.243722974574076
"2023-03-31",0.0213975790073488,22455515788.3,162645576.25,230185151.53,693111264.86,186815846.012,640374689.51,3265312.5492,10115.6155,9393220448.9,22455515788.3,468776.24074232,39664760.859,5578,2599,11800,14793,22,16,0,12848,22583,446,22,1754,53586,5184,10799,2591427,-0.153497813210878,-0.10917459660035,1.01954309846975,1.95512205607583,0,0,0,0,0,0,63,0.0155070171248353,0.332104184710509
"2023-04-01",0.0211712210937233,22401933630.6,87284931.748,98645410.71,194092754.11,39957394.174,224132206.59,4342784.3814,59725.28277,9353412119.6,22401933630.6,374824.43659259,48303292.526,6231,2041,11513,13732,9,10,0,12039,19329,201,11,1216,44893,3901,8229,2601953,-0.213958449028695,-0.108061188566857,1.01862966349519,2.04643517167508,0,0,0,0,0,0,61,-0.000461234359153906,0.508238502577452
"2023-04-02",0.0216961732379343,22216243685.6,92285863.19,133309742.136,465452480.29,55796868.317,414989740.04,1600233.7583,53769.600823,9343017151.6,22216243685.6,355214.14237285,32461279.579,4313,2039,9497,11612,14,13,0,9177,15720,235,15,1359,38280,3894,7952,2608757,-0.0498678765154872,-0.0347737895786284,1.00767416824584,2.0665431762968,0,0,0,0,0,0,63,-0.0142543877514063,0.286408919881448
"2023-04-03",0.0149178447136731,22265731100.9,209268575.65,358735600.56,620968351.57,145889859.356,623520588.95,2421419.3655,57118.84026,9313198920.5,22265731100.9,353489.795057258,62212417.932,4085,2173,9123,11819,23,17,0,9498,16558,362,24,1838,43697,5110,10385,2614055,0.313198268534667,0.263847729092889,1.04391398454225,1.924616956149,0,0,0,0,0,0,63,0.00874157622397486,0.577703516858799
"2023-04-04",0.0146941229889313,22675775553.1,146688403.4,187696774.93,542602069.35,96622457.31,561491255.58,64002711.228,236452.441412,9356357464.9,22675775553.1,428468.310013101,58972177.61,4262,2190,9846,12140,47,21,0,9214,16631,350,59,1642,42985,5033,10134,2620045,0.0399940912362918,0.0363153098964134,1.04921034479472,2.08957327757977,0,0,0,0,0,0,62,0.0324642978978158,0.34591975506995
"2023-04-05",0.0154363937645163,22811948648.1,162646285.27,246926617.27,624813656.09,169191891.204,697612061.35,9560739.362,628443.60628,9333154043,22811948648.1,378230.10516144,44917873.504,5360,2149,11727,13719,82,32,0,11385,18258,373,96,1837,46655,5298,9466,2627322,0.0850165905352504,0.0895013085011357,1.03288559359316,1.95248344015846,0,0,0,0,0,0,62,0.0203421240681978,0.395200416737422
"2023-04-06",0.0187045139854632,22644519355.5,173350237.75,162377105.38,459035296.99,83300322.867,418704743.41,1890186.7966,6863.6825925,9328703639.2,22644519355.5,467068.175717112,30177123.607,5550,1985,11252,13618,35,10,0,12656,18359,247,35,1498,48721,5603,10401,2635535,-0.133676166583966,-0.111809571753782,1.00554559120585,2.07357000659313,0,0,0,0,0,0,63,-0.0193642647539169,0.353735554639794
"2023-04-07",0.0185809248461711,22645789718.4,130431715.3,124164379.724,240244066.56,95033174.297,173622288.408,1266472.7111,14164.272983,9337343315.2,22645789718.4,338527.62268863,32995411.777,5250,1860,11958,13753,23,12,0,10926,17104,248,25,1601,43758,4560,9360,2643523,-0.146452033462475,-0.162060298831067,0.998605555002994,2.02347432418619,0,0,0,0,0,0,64,-0.00475935166987984,0.51682599908452
"2023-04-08",0.0190289757305633,22319196147.1,155543830.77,103521561.02,369018933.7,91418558.101,428606120.16,1138771.6397,5117.320228,9237149220.2,22319196147.1,378168.35953948,25268955.068,5667,1882,10978,13127,17,7,0,10847,16530,173,17,1264,42830,4743,9301,2652761,-0.0929578204140915,0.0186728309113803,1.00214121128128,2.07766066446312,0,0,0,0,0,0,61,-0.00782788133499678,0.280531841502094
"2023-04-09",0.0175936890156142,22640675368.6,195859261.95,88508285.652,541804564.1,33081186.449,499424437.25,2191630.341,22319.186923,9340014181.1,22640675368.6,356872.61100565,16244607.688,5587,1797,10720,12831,50,15,0,10064,15108,226,56,1438,40709,4651,9219,2661950,-0.0564069540913996,-0.0865900882928428,1.02487870021116,2.13952046938996,0,0,0,0,0,0,61,0.00537782154440158,0.163358324230846
"2023-04-10",0.0195436218350547,22830505343.9,172226328.33,157678711.38,440467323.53,129074682.92,554687618.98,9093025.462,43735.589855,9342606691,22830505343.9,376054.57371642,203239947.715,6183,2181,11966,13989,58,23,0,9898,15969,281,63,1604,44159,5986,10436,2671788,0.156162280852988,0.130981739027316,1.03892088876653,1.99281275464678,0,0,0,0,0,0,62,0.0273067910425304,0.357980496978366
"2023-04-11",0.0170712812405097,22805087229.1,200314698.95,275433778.47,641080521.5,174040174.637,698551033.61,5075940.0241,476167.72312,9348659839.6,22805087229.1,370163.348959153,29241574.528,7585,2967,14263,16195,75,23,0,12492,19547,426,76,1755,51549,6146,11274,2684051,0.155229277619636,0.0775406990076955,1.05375133354329,2.09252368491546,0,0,0,0,0,0,68,-0.0107889537196346,0.429639911419458
"2023-04-12",0.016045395398327,22834442196.4,232985751.57,245988963.995,826275926.8,155443812.588,898316932.09,6808460.186,40643.102367,9341591919.3,22834442196.4,402481.137429237,33902083.682,7754,4017,15169,17810,40,23,0,12505,22526,421,41,1936,56735,6898,12637,2697293,-0.211850463286464,-0.124580941206636,1.03439335922558,2.11652803329702,0,0,0,0,0,0,65,0.0140395954736503,0.297708012561452
"2023-04-13",0.021593463945415,23323770800,208630222.55,375992736.45,889465051.07,195943930.021,1011405865.1,17510998.848,1299461.68394,9401692068.5,23323770800,401555.10408369,280900205.378,8067,2777,16747,19294,152,39,0,13396,22189,465,205,1981,58561,7371,13101,2709033,0.250808249535679,0.182681578388283,1.02353032889646,2.23871445988423,0,0,0,0,0,0,61,0.0486415749837183,0.42271783022581
"2023-04-14",0.0234613919361761,23972260653.6,224988170.31,310962109.88,562183771.64,154046409.775,435646820.77,20884349.6981,1882906.539,9495025717.6,23972260653.6,467528.564978104,93695443.453,7871,2759,14530,17912,161,43,0,14195,22101,638,237,2313,61242,8048,13804,2719666,-0.0363379237760801,0.0307254658610078,1.00801372408847,2.20443966362551,0,0,0,0,0,0,68,0.042743898163276,0.55313249077408
