"Date","volETH","totalValueLockedUSD","bridgeVolume","weightedAverageGasPrice","weightedAverageTxFee","weightedAverageEthAPY","weightedAverageStablecoinAPY","dailyBorrowUSD","dailyDepositUSD","dailyRepayUSD","dailyWithdrawUSD","dailyFlashloanUSD","dailyLiquidateUSD","totalBorrowBalanceUSD","totalDepositBalanceUSD","dailyTotalRevenueUSD","dailyTransferUSD","dailyActiveBorrowers","dailyActiveDepositors","dailyActiveUsers","dailyActiveTxSigners","dailyActiveLiquidatees","dailyActiveLiquidators","dailyActivePositions","dailyBorrowCount","dailyDepositCount","dailyFlashloanCount","dailyLiquidateCount","dailyRepayCount","dailyTransactionCount","dailyTransferCount","dailyWithdrawCount","openPositionCount","bridgeHack","lendingHack","tokenization","marketCollapse","bridgeIntegrations","mainnet","FGI","ETHreturn","CER"
"2022-10-17",0.015205933900958,18517487452,12545991.71,0.439070826,0.3480665694,0.686419539,1.303469305,153329886.8,316217440.9,100511865.6,435305499.7,277486.1559,111.3601673,8942930451,18517487452,224647.61385,6258588.659,222,214,573,590,1,1,0,366,592,12,1,113,1543,141,437,135954,0,0,0,0,0,0,20,0.0190899478429625,0.484887507670675
"2022-10-18",0.016440377524022,18446600702,95240863.08,0.05523207101,0.0722536397,0.6957697989,1.292498659,86063544.65,160095706.2,40787213.9,164910216.3,173198.5031,56.82682819,8936812460,18446600702,205528.9220307,15172235.7,189,194,542,547,1,1,0,331,580,7,1,99,1488,121,446,136042,0,0,0,0,1,0,22,-0.0153754263827945,0.537575595828191
"2022-10-19",0.018038580717203,18133952057,75945815.67,0.1256899377,0.04968342015,0.6792662422,1.284834472,85990930.53,126142291.2,197365648.5,317557576.1,328361.8961,15148.28537,8779689292,18133952057,209140.628982,42385889.71,175,178,541,563,2,2,0,293,475,9,2,141,1368,119,476,136094,0,0,0,0,1,0,23,-0.019637552159919,0.681697864466886
"2022-10-20",0.0179361571357163,17938963599,30719044.42,0.06535997161,0.08786135579,0.6763045507,1.285302827,66391456.56,106670879.8,102863483.3,227734423.1,98447.43706,2208.262047,8700934944,17938963599,197555.72087,11784800.42,163,140,443,507,2,2,0,286,426,6,2,142,1181,66,399,136136,0,0,0,0,0,0,23,-0.00190795910211427,0.62239532180178
"2022-10-21",0.0184812617697314,17858136448,37243544.55,-0.02943932435,0.01851904777,0.6879974276,1.295643143,139048513.8,251483805.6,96674725.09,390565970.4,225546.4379,1319.848553,8675477007,17858136448,218872.081264,24914256.87,166,166,511,530,4,3,0,273,488,9,4,125,1320,91,432,136199,0,0,0,0,0,0,23,0.0130798765590709,0.552912397155167
"2022-10-22",0.0170065768180759,17930077285,22311841,-0.4495685076,-0.3314390528,0.6861248162,1.321357165,58189919.93,90944642.92,26020526.9,97489012.04,152487.4744,657.6275813,8688776057,17930077285,192149.271716272,13849294.7,176,173,476,462,1,1,0,256,459,9,1,92,1173,79,345,136324,0,0,0,0,0,0,20,0.0106222778829714,0.639838896076453
"2022-10-23",0.0200639356977468,18151325669,8914584.415,-0.2221163571,-0.2408716546,0.6914761705,1.34263466,99224976.89,174872832.4,24995567,129412925.9,154348.7822,982.951199,8757258998,18151325669,217691.252731,5029549.882,252,256,647,653,3,3,0,380,588,7,3,138,1550,99,448,136548,0,0,0,0,0,0,23,0.037560996752509,0.567412190494148
"2022-10-24",0.0205203858839807,18165916840,16397577.88,0.2943217169,0.2376716519,0.6891863379,1.348739261,119458520.7,207468152.4,48318065.08,178506065.3,273374.4187,896.2332582,8787112670,18165916840,258564.969243,3480076.044,235,213,605,646,1,1,0,374,582,15,1,115,1494,93,428,136709,0,0,0,0,0,0,22,-0.0148019542743727,0.575792088174011
"2022-10-25",0.0352956548297818,18712446892,29583745.79,0.08986797184,0.1731988748,0.656270227,1.30345045,315179076.4,478871212.7,277957968.6,586903714,1885455.663,124475.3865,8770855776,18712446892,226602.189904,20029711.75,347,294,808,840,10,7,0,654,965,34,11,204,2509,168,671,136899,0,0,0,0,0,0,20,0.0826014731796896,0.658170856884336
"2022-10-26",0.0368027799419273,19254211841,67783005,-0.09425759965,-0.06976328755,0.6584406907,1.300300352,238813865.5,400802665,130611318.5,382663255.4,1055327.81,208566.392,8834563803,19254211841,232319.915297,44377421.9,399,343,955,981,5,4,0,675,1027,27,5,221,2784,239,812,137091,0,0,0,0,0,0,33,0.070464337905995,0.595839015940675
"2022-10-27",0.042651071072082,18989703292,51119164.22,-0.1654849608,-0.2152269932,0.6555874902,1.326559541,141342537.7,225153727.8,69390996.68,227358501.8,1149914.553,4129.508278,8818107395,18989703292,212741.43008,21378098.3,306,286,814,839,2,2,0,515,772,23,2,163,2071,169,594,137273,0,0,0,0,0,0,32,-0.033746120968293,0.627760148948331
"2022-10-28",0.0423951127309851,18853860174,29280289.54,0.01593665433,0.121360857,0.6619316,1.342466514,255267355.2,360436935.9,189946113.5,377020687.8,3132250.651,247.8627597,8640542751,18853860174,220623.477809,14638500.48,283,299,712,782,2,2,0,508,819,28,2,168,2118,190,609,137478,0,0,0,0,0,0,30,0.0262540090026828,0.708216416729338
"2022-10-29",0.0421691604023194,19638410568,25456254.12,-0.1808361595,-0.1431008436,0.6722509109,1.284357671,325882762.4,504185480.4,251733761.4,395163626.9,1978771.443,3887.513987,8872266161,19638410568,250858.527966,26614272.03,371,346,838,854,5,4,0,596,868,20,5,169,2223,173,588,137764,0,0,0,0,0,0,34,0.0411001213877782,0.646354913159058
"2022-10-30",0.0456119467828495,19410293799,21237270.66,-0.3430990316,-0.3730298324,0.682858322,1.278876245,189277894.3,334805680.9,149037024.5,378650988.5,1263342.592,2372.34385,8840338957,19410293799,215006.79065,52774140.68,338,364,811,830,4,3,0,528,866,19,4,142,2212,209,601,138111,0,0,0,0,0,0,34,-0.0182052028722301,0.565336567143058
"2022-10-31",0.0451355708801705,18978379119,26609768.86,0.6941198751,0.6984522328,0.6868982026,1.310317592,192427333,261003378.4,269468640.3,549701130.8,8141422.165,451.3789372,8691403808,18978379119,227471.3223757,42827660.85,330,314,758,797,2,2,0,515,748,26,3,176,2012,163,553,138362,0,0,0,0,0,0,31,-0.0111148784750989,0.73725993195803
"2022-11-01",0.0366594077280677,19028845033,28328959.85,-0.2562702077,-0.3108766894,0.6875211337,1.321597546,187336690.9,228381459.7,130843261.7,245603466.5,1750605.878,163.315153,8715752249,19028845033,229193.983097,10535236.51,297,284,746,804,1,1,0,432,723,11,1,149,1811,131,531,138563,0,0,0,0,0,0,30,0.00428228141529807,0.820279768533242
"2022-11-02",0.0299653654346151,18764920591,19656683.5,0.1365907971,0.153634817,0.6880342349,1.315856755,180126745.9,339970189,101235367,262351169.1,4341167.934,8776.90412,8701063104,18764920591,224133.574631,55550034.71,270,266,728,795,7,6,0,488,797,30,7,215,2117,170,628,138705,0,0,0,0,0,0,30,-0.0391184165954712,0.529831002035299
"2022-11-03",0.0271624773272272,18937793091,57228227.28,0.4608250427,0.3181722392,0.6828462681,1.317326726,181259203.5,278173739.4,168411566.3,266131261.5,1047767.728,2859.826335,8713531064,18937793091,237225.662705,42866005.48,210,194,586,607,2,2,0,356,561,16,2,139,1520,122,472,138801,0,0,0,0,0,0,30,0.00789481235869882,0.651604295541925
"2022-11-04",0.0375247497393403,19621524853,32646561.41,-0.3582952112,-0.1271170024,0.7087042032,1.322941574,470392574.2,600345953.9,339846639.1,582168696.9,1429383.546,8151.918458,8818666485,19621524853,258669.4945818,89547889.64,319,279,789,817,5,4,0,548,797,19,5,172,2188,195,632,138916,0,0,0,0,0,0,30,0.0717730944866988,0.783535844864466
"2022-11-05",0.0349632087147769,19633594388,25780414.16,-0.4099526845,-0.3519364623,0.7325553002,1.323262158,155559164,268889943.9,129134775.8,255277808.4,537237.576,0,8817975456,19633594388,230317.981137,12119842.82,293,287,719,791,0,0,0,505,753,19,0,138,1883,150,527,139146,0,0,0,0,0,0,38,-0.0109656119443198,0.578523546636807
"2022-11-06",0.0370138448262451,19469919682,21667938.45,-0.001057106664,-0.06769501277,0.7294354013,1.316942234,585496517.3,714663424.4,452418563.8,618484281.4,1242445.497,0,8878298364,19469919682,249935.315442,16646279.27,275,287,668,755,0,0,0,528,754,12,0,177,1794,116,492,139412,0,0,0,1,0,0,40,-0.0351576111926466,0.819261903310019
"2022-11-07",0.0367907409875979,19051552144,46135475.3,0.349247747,0.2254754606,0.6804189796,1.355952123,224616652.5,401074029.4,156199933.7,340838306.9,1076253.827,16000.04987,8712382270,19051552144,247298.299345,30838907.34,310,326,758,838,3,3,0,529,861,42,3,160,2193,204,581,139688,1,0,0,0,0,0,33,-0.00209659046411836,0.560037888356977
"2022-11-08",0.0704741673002072,17714777370,56366258.97,0.9465465331,0.751943314,0.6031281954,1.448876402,458165649.5,821765611.1,299191881.9,1004326865,4924834.79,4726155.04,8638704140,17714777370,260360.062891,74577508.94,405,537,1357,1401,84,21,0,885,1575,86,102,572,4661,362,1401,139845,0,0,0,0,0,0,31,-0.160408109387387,0.557538114653773
"2022-11-09",0.0955327864884101,15788779515,106419786.6,0.06888091397,-0.1146765919,0.5297769862,2.434094848,785565666.9,1395399689,627012803,1622394224,14459680,29950594.86,8248716100,15788779515,463742.693163,223882851.4,484,860,2623,2506,347,50,0,1177,2742,147,424,1367,8374,641,2411,140011,0,0,0,0,0,0,29,-0.193045015491679,0.562968211253486
"2022-11-10",0.124559288126122,17243378892,113560323.6,-0.3465449927,-0.1351747784,0.4170897864,2.687150937,1498600017,2489515623,701683239.6,2325635997,42193120.06,7922773.403,8438625278,17243378892,622628.428571,187776770.8,588,716,1927,2134,62,21,0,1603,2788,72,67,962,7470,418,2386,140269,0,0,0,0,0,0,22,0.165636679716963,0.601964495886194
"2022-11-11",0.117857736556803,16922313060,59289543.2,-0.3759969777,-0.387765531,0.4227893568,2.256518927,278377106.8,617691743.6,134175311.2,598644811.2,1427403.526,128102.9227,8398283869,16922313060,299022.655907,39022485.79,348,454,1142,1358,12,8,0,815,1406,44,13,469,3922,258,1338,140414,0,0,0,0,0,0,25,-0.0081305659313795,0.450673187207549
"2022-11-12",0.117495014620794,16841828505,23241929.57,-0.3712568401,-0.3437005139,0.4609272693,2.538621722,421155826.2,600057331.3,112794178.9,538464907.2,2281411.126,5258.726715,8416778336,16841828505,445108.4495379,54387445.16,304,405,1065,1172,23,8,0,660,1107,48,25,306,3168,276,1030,140616,0,0,0,0,0,0,21,-0.0254167054172853,0.701859312821965
"2022-11-13",0.117543096161631,16488705105,38256135.06,-0.01088094409,-0.1335313926,0.4761904844,1.43255495,199043163.2,407410770,277029831.3,577597318.5,150432.4469,5631.128442,8163644936,16488705105,260950.667713,47900052.85,272,383,913,989,20,8,0,537,989,19,20,297,2667,171,900,140811,0,0,0,0,0,0,22,-0.028107881667558,0.488556459123552
"2022-11-14",0.118688526441464,16229432893,87570302.3,0.1786621009,0.1566984519,0.6651410709,1.18546586,364901992.2,732724836.4,137268793.1,978353464.1,1927219.278,22829.24726,8107505930,16229432893,226248.374086,303927149.8,332,427,1178,1253,36,11,0,810,1280,51,38,445,3721,264,1210,140961,0,0,0,0,0,0,24,0.0171830972507108,0.498006856151928
"2022-11-15",0.10488358053132,16259713791,45124317.83,-0.01167966784,0.04478360263,0.7389918403,1.211684687,294085203.3,524510866.8,204653455.3,603402340.5,2042487.582,764.2544355,8078194771,16259713791,257658.990321,78687412.91,335,357,891,940,1,1,0,603,990,34,1,188,2557,184,758,141186,0,0,0,0,0,0,22,0.00866160081041211,0.560684671976752
"2022-11-16",0.0702310275423314,16148298221,53236289.12,-0.09033111943,-0.1077965705,0.7534461386,1.184140517,288544388.8,534034629.7,113665201.2,436259925.1,1160530.396,1144.20325,8118923434,16148298221,205063.6558858,29930442.71,334,404,1021,1119,3,3,0,634,1120,33,3,304,2984,232,969,141450,0,0,0,0,0,0,23,-0.0384579900194009,0.540310258460379
"2022-11-17",0.0206019801883835,16125925594,58932946.91,0.05931806095,-0.0372713948,0.7738934487,1.20473826,216265752.7,398471931.6,89755870.69,411111112.1,3738937.92,76695.40901,8120643491,16125925594,234784.356066,63607010.8,323,486,1086,1191,2,2,0,684,1954,33,2,219,3659,193,866,142209,0,0,0,0,0,0,20,-0.000821123658416134,0.542737732697055
"2022-11-18",0.0211430552982983,16095770382,33726020.05,-0.2095594894,-0.03871451218,0.7700802634,1.2607372,133621290.3,216572068.7,62879690.28,223013593.2,523127.9151,0,8116371369,16095770382,239660.706584,4922496.593,283,444,1023,1080,0,0,0,475,2328,23,0,209,3646,125,690,143256,0,0,0,0,0,0,23,0.00177410843720693,0.616983026029524
"2022-11-19",0.0207222908400707,16159262125,42023714.26,-0.1480098275,-0.09180754925,0.7764275852,1.246302267,160163508.3,268540592.2,40629853.78,237550611.2,165332.5746,1916.708145,8147489557,16159262125,213582.452491,62020580.85,220,394,995,1213,5,5,0,734,2310,20,5,412,4249,400,1125,144069,0,0,0,0,0,0,23,0.00852802740381086,0.596421967300629
"2022-11-20",0.0297488383430035,15739072269,28835585.23,0.003809197112,-0.03922071315,0.7686395044,1.240927893,164965821.9,346126284.9,91578225.67,364802466,595351.2385,35459.9873,8086845395,15739072269,227707.0914392,49208296.92,314,489,1185,1461,27,9,0,1096,2526,34,27,828,5452,566,1665,144783,0,0,0,0,0,0,24,-0.0633713792466022,0.476605877960585
"2022-11-21",0.0281152726102262,15650056683,54276903.11,0.08022324451,0.02955880224,0.6504291489,1.301190292,346945246.3,652216337.3,254534778.2,713670575.6,1348095.441,138547.9592,8006792414,15650056683,244743.471811,68140892.82,394,613,1550,1765,106,20,0,1169,2635,54,109,900,6297,625,1868,145464,0,0,0,0,0,0,21,-0.0314822875211096,0.531948107488782
"2022-11-22",0.0318750578197641,15374848097,76745523.74,0.09329081737,0.1443945049,0.8134819845,1.263728326,483152665.2,801797751.8,238689522.2,1213670907,2902367.121,63711923.29,7943615179,15374848097,377532.707948,379333919.3,465,774,1817,1978,26,27,0,1397,2799,57,409,664,7624,720,2405,145974,0,0,0,0,1,0,22,0.0287310613155922,0.602586704833412
"2022-11-23",0.0352054023541654,15536084298,90216604.79,-0.1389794157,-0.1204125402,0.8487871115,1.314824205,467533603.7,642741666,439535115.1,770099427.6,1327231.246,62970.42628,7843089982,15536084298,278018.380074,74884140.17,311,436,1137,1409,9,9,0,1115,2197,45,9,669,5092,489,1620,146359,0,0,0,0,0,0,22,0.0396090529112474,0.727405158918078
"2022-11-24",0.0358319540756434,15380459390,47254712.53,-0.0663829836,-0.08399997441,0.8840335683,1.429377183,406623426.6,821772818.1,200038890.9,1048792620,880286.8531,58275.01487,7847540952,15380459390,223235.4582051,116917059,293,373,970,1275,2,5,0,821,1696,45,8,471,3983,427,1228,146743,0,0,0,0,0,0,20,0.0150490796075067,0.494812456245686
"2022-11-25",0.0358571514790223,15202585520,60532749.59,-0.1013904582,-0.1203636822,0.8219898932,1.408132805,171738040.1,504033147.8,72437314.48,523577475.8,48517268.44,8989.67647,7713126840,15202585520,319753.3617049,27309904.22,277,402,984,1191,7,5,0,765,1606,73,7,411,3849,351,1227,147121,0,0,0,0,0,0,20,-0.00470463711597002,0.340727670093923
"2022-11-26",0.0357515536847499,15397393070,39038701.99,-0.04710251542,0.02865525576,0.8127498989,1.419431569,102211876.4,189422997,44122706.3,195570115.1,1898536.581,1047.225149,7811883520,15397393070,230682.248398,29173727.58,242,319,785,913,7,5,0,743,1702,40,7,409,3626,416,1024,147530,0,0,0,0,0,0,22,0.00585037890146988,0.539595920341182
"2022-11-27",0.0241438946966092,15358821517,27716873.41,-0.01482138635,0.01680711832,0.8032386396,1.421811263,209647776.9,313848859.1,231250489.5,353609262.3,1011387.014,293.5911601,7729875221,15358821517,199225.2549765,25247045.22,225,280,718,972,3,3,0,641,1506,22,6,373,3319,404,1005,147851,0,0,0,0,0,0,26,-0.00981442339813654,0.667989609715933
"2022-11-28",0.0217732189806564,15141796987,34802690.14,0.2865547537,0.08515780834,0.8114885444,1.422938593,126790531.8,208536533.6,83382821.95,240515987.5,2788149.333,9994.51306,7697324238,15141796987,207666.7619579,22797180.37,226,296,878,1006,10,9,0,614,1380,39,11,302,3117,274,956,148085,0,0,0,0,0,0,28,-0.0217279238252557,0.608001531488006
"2022-11-29",0.0241177514926892,15230252520,42335841.7,-0.1813229209,-0.09633110894,0.8330053943,1.3977341,266902640.4,303058962.3,204007645.8,421219092.2,1060828.599,72.76014471,7704115240,15230252520,211347.628794,54114434.36,267,294,820,922,1,1,0,550,1267,37,1,305,3041,308,964,148315,0,0,0,0,0,0,26,0.0409572906176825,0.880695421030946
"2022-11-30",0.0296643152747678,15595453027,57593985.03,0.1079999234,0.1934948574,0.8312688188,1.429573265,345460618.2,396887614.7,240453084.2,434989188.2,1290487.734,30462.2331,7752227136,15595453027,211195.9568827,55255947.91,344,354,983,1164,5,5,0,773,1564,67,6,321,3697,370,1054,148675,0,0,0,0,1,0,29,0.0620360089618401,0.8704242848725
"2022-12-01",0.031275898869962,15640529017,42683170.71,0.01366264417,0.009216655105,0.7907988415,1.506624311,144293053.8,317827794.1,52724906.18,229148097,240180.5049,78.17031261,7762381388,15640529017,189424.534291,50536534.52,243,303,777,940,3,2,0,602,1364,31,3,319,2965,310,853,149049,0,0,0,0,0,0,27,-0.0142856237715261,0.45399759391276
"2022-12-02",0.030796053684765,15642368852,77721762.18,-0.05199620184,-0.06637506894,0.7977655354,1.479836831,130801668.1,210243776.2,44690777.9,271618426.8,926572.7528,169152.1319,7783972068,15642368852,197320.379555,29696036.14,215,251,765,950,12,8,0,624,1431,17,34,338,3095,345,902,149424,0,0,0,0,0,0,27,0.0152740026790603,0.62214287844398
"2022-12-03",0.0372160328343229,15506240419,37225919.23,-0.07177060693,-0.05026183478,0.7969103144,1.450435466,72164413.32,175267860.7,24075881.63,129949974.7,90814.46272,343.8437898,7770628894,15506240419,187378.551452,57844562.47,212,248,701,851,2,2,0,870,2025,22,2,598,4621,916,1333,149908,0,0,0,0,0,0,27,-0.0435610932195658,0.411737856739869
"2022-12-04",0.0378759422325973,15623075521,26594205.41,-0.03439950529,0.01025650017,0.7926726925,1.461943879,63745984.88,110863610.9,43121715.18,120764540.1,273676.9877,71.24152058,7783655431,15623075521,197518.5146159,35586518.1,198,239,641,869,1,1,0,922,1733,7,1,651,4015,731,1249,150275,0,0,0,0,0,0,26,0.0311746537314885,0.574994665630181
"2022-12-05",0.037118604328065,15392442910,45342506.68,0.2164428455,0.1290571122,0.840869896,1.491314209,133410130.5,196883594.5,33537534.72,301999306.7,1463723.216,198195.0995,7805415115,15392442910,218561.479804,50044002.59,251,273,745,805,5,11,0,420,943,40,21,130,2130,153,576,150491,0,0,0,0,0,0,26,-0.0158944786714041,0.677609177335494
"2022-12-06",0.0346817744510949,15201250681,33618223.98,0.0599525158,0.05241374268,0.8499582686,1.508455783,371776342.9,334129446.6,136147366.1,321500841.8,504178.4978,229911981.5,7795273757,15201250681,195563.0207557,14151748.83,218,206,715,760,71,18,0,530,876,37,275,126,2183,120,560,150640,0,0,0,0,0,0,25,0.00924608099560142,1.11267159085523
"2022-12-07",0.0268283241716253,15054219103,33683294.31,0.1375694832,0.1571855835,0.8390934008,1.522425474,66808741.94,162510393.9,52171372.16,139012326.6,933898.6858,14733.50586,7760162455,15054219103,207743.8518364,27232638.51,209,256,710,750,15,9,0,326,1064,38,17,118,2130,133,531,150963,0,0,0,0,0,0,29,-0.0321491940412528,0.411104424379837
"2022-12-08",0.0316533968750955,15285904468,23034139,-0.1170184394,-0.007299302482,0.8437387989,1.495576388,116705388.6,386790099,87948886.38,411535781.1,7741635.389,9230.005213,7767978225,15285904468,216647.58613117,21502499.3,227,245,735,813,4,3,0,346,967,26,4,112,2056,117,597,151219,0,0,0,0,0,0,25,0.0392272741883248,0.301727962793587
"2022-12-09",0.0312881944764686,15113611524,26987535,0.7892036436,-0.1330082433,0.8448268611,1.491992123,56509935.49,132874421.8,16705117.26,98543314.19,954932.1689,350.315632,7699035108,15113611524,189079.098168,6564676.205,163,169,497,549,2,2,0,240,506,22,3,65,1203,80,342,151355,0,0,0,0,0,0,26,-0.0137076247349999,0.425288288930865
"2022-12-10",0.0258742157079684,15286174495,53654958.23,-0.7964848221,-0.09656619839,0.8485892905,1.499591671,33668431.1,52179223.46,11970213.92,42654222.94,279993.6093,0,7784559910,15286174495,187420.9598338,5222790.761,144,129,414,457,0,0,0,219,514,17,0,53,1061,48,260,151523,0,0,0,0,0,0,27,0.00297294524516189,0.645245921028507
"2022-12-11",0.0226938979887342,15221209415,25999732.71,0.09983499891,0.04505266394,0.8769243207,1.493555795,42452217.7,122115681.6,30380467.4,147420366,1050355.602,384.6643127,7769494768,15221209415,209271.7484439,10318334.86,159,179,478,510,5,3,0,220,513,16,8,67,1183,68,332,151725,0,0,0,0,0,0,26,-0.00252960562392257,0.347639362478078
"2022-12-12",0.022072782307682,15249013259,40895173.12,-0.01548259943,-0.004415018209,0.8812953638,1.494880416,65593943.4,132001124.6,49350617.52,134772973.9,1309628.331,21451.05942,7767983559,15249013259,198062.5243068,26171912.05,185,218,567,640,1,1,0,309,647,28,1,102,1575,104,474,151921,0,0,0,0,0,0,27,0.00913953510551302,0.496919580032123
"2022-12-13",0.0254715858808312,15709664774,66729985.57,0.07097966843,0.1741763803,0.9021686277,1.45850191,198605392.4,724459326.6,70766604.08,525367578.2,1087567.36,830906.1853,7815771233,15709664774,253627.60499,64982895.92,314,320,855,942,15,13,0,589,1116,25,20,157,2487,150,641,152168,0,0,0,0,0,0,27,0.0352454637273665,0.27414291611385
"2022-12-14",0.0210417667086115,15649547149,45761004.72,-0.1266260258,-0.09345316906,0.9282657991,1.432713905,109741362.5,187083148.8,37582183.56,203022280.5,970930.0473,2325.247822,7796504387,15649547149,215922.645237,31313830.06,264,269,703,747,3,4,0,404,801,29,4,127,1981,154,562,152386,0,0,0,0,0,0,30,-0.0102433869035599,0.586591380377707
"2022-12-15",0.0209403602343349,15194773949,63803594.95,0.07130680108,0.04781787435,0.9177199507,1.449286079,69661133.36,175518127.2,58037396.12,404989536.7,1390183.049,11333.56852,7737850900,15194773949,201022.83982,33626227.25,230,233,690,710,3,3,0,358,667,35,3,104,1726,149,505,152524,0,0,0,0,0,0,31,-0.0318488851903318,0.39688854063844
"2022-12-16",0.0371431471706616,14686066626,35833019.42,0.07416957459,-0.03564733873,0.9021175771,1.429233039,136554934.7,237791760.1,48217628.69,235158813.2,5470560.039,541327.2315,7671975508,14686066626,225911.4884594,12389886.75,230,284,794,857,49,20,0,432,884,38,56,260,2431,166,757,152672,0,0,0,0,0,0,29,-0.0819358055476718,0.574262685311609
"2022-12-17",0.0384456541344594,14715702264,28764035.25,-0.2826625497,-0.1953087523,0.8850767991,1.424733091,116948320.1,188077425.2,12914866.46,154541792.3,5219135.81,1435967.898,7699948343,14715702264,197993.192984,4158202.912,188,238,654,747,11,8,0,372,847,23,11,125,1887,121,490,152861,0,0,0,0,0,0,28,0.0174014960802173,0.621809448824802
"2022-12-18",0.0384120799452569,14781739794,13940599.58,-0.01903757814,0.09352605801,1.319177313,1.425691035,47698816.78,102682971.6,21115791.8,76178850.84,168311.9858,26677.83905,7714170425,14781739794,185814.5417852,5756424.185,153,166,492,514,2,2,0,238,543,15,2,93,1252,68,368,152985,0,0,0,0,0,0,26,-0.00378078665295689,0.464525091519654
"2022-12-19",0.037529036472674,14620471733,32598361.54,0.05964357232,-0.02715098907,1.303982367,1.408755038,65202221.07,169012757.4,25196703.59,198841198.1,182746.7517,53707.82983,7677611540,14620471733,256346.8427399,5496963.847,187,223,644,680,24,7,0,292,654,13,24,130,1592,85,478,153126,0,0,0,0,1,0,29,-0.0126783234076342,0.385782837183627
"2022-12-20",0.0388901952066249,14923040154,57483598.26,0.1029521525,0.1369658551,1.286938834,1.421120864,128948740.5,249390170.5,31613786.71,197433641.5,252743.0389,38929.53251,7727244804,14923040154,209910.31652689,7169658.109,184,200,593,658,4,3,0,406,728,18,5,96,1684,90,487,153253,0,0,0,0,0,0,29,0.0414315021733786,0.517056226560461
"2022-12-21",0.039038490316641,14747281363,27301113.25,-0.01132815714,-0.09651090038,1.269770268,1.421610626,58354176.02,143576487,21007726.86,144724783.9,182476.7371,3585.699171,7633898556,14747281363,208877.996364,18236999.52,162,204,530,609,4,2,0,240,667,10,7,156,1485,72,464,153502,0,0,0,0,0,0,26,-0.00275601252169988,0.406432677378435
"2022-12-22",0.0380891078440724,14946831572,31462783.87,-0.0741845302,0.01312929144,1.227529049,1.437258062,56799758.44,131040282.2,39559417.18,127193306.6,293928.9818,25997.27941,7696846959,14946831572,237096.885608,5104464.379,180,215,573,613,5,4,0,280,719,21,5,105,1584,116,441,153732,0,0,0,0,0,0,28,0.0030599426693918,0.433452656590814
"2022-12-23",0.0179353259860906,14899263639,34672913.87,-0.09196366756,-0.1248733299,1.209431505,1.455819044,68846112.63,103592530.8,45561904.02,144322815.9,96846.41266,183.0807945,7681059510,14899263639,207568.7793484,6335898.397,164,186,485,554,1,1,0,301,629,15,1,114,1434,84,415,153934,0,0,0,0,0,0,27,0.00201837941839588,0.664585681017072
"2022-12-24",0.0173376564156754,14924786331,18692042.84,-0.1744068608,-0.06618190688,1.177872706,1.452096479,29939399.02,99141822.22,12105469.35,87456977.92,226431.9594,0,7677434699,14924786331,206672.693005,2045271.347,128,158,449,493,0,0,0,181,548,8,0,89,1228,71,388,154131,0,0,0,0,0,0,29,0.000352388253546998,0.301985563202209
"2022-12-25",0.0171862443701483,14833998726,11459709.77,-0.02050475334,0.06618190688,1.181082168,1.433047065,54271909.79,75447986.75,34892782.25,86456723.34,399293.2126,255927.0214,7657583795,14833998726,188466.243543,1299882.465,128,139,431,474,23,9,0,178,476,9,23,78,1099,64,321,154316,1,0,0,0,0,0,29,-0.00145132551149895,0.71932880024794
"2022-12-26",0.0154738107750493,14897101184,25489729.54,0.07416271236,-0.02493894835,1.171119308,1.439094656,30356600.9,71239895.2,24683973,77680211.28,41004.45656,1948.593799,7663366765,14897101184,211778.437848,1195032.679,141,173,453,494,5,2,0,222,587,10,5,78,1207,52,316,154498,0,0,0,0,0,0,28,0.00732526146463019,0.426117989292045
"2022-12-27",0.00641703189839271,14835781503,45254338.81,0.2318996967,0.1322679686,1.150159103,1.46586367,79975840.88,123718308,35384655.46,130167626.9,587514.5601,1572.296222,7647465076,14835781503,255554.8539114,7185437.442,158,191,526,548,3,3,0,268,624,37,3,103,1574,145,469,154645,0,0,0,0,0,0,27,-0.0131599726424998,0.646434971289779
"2022-12-28",0.00922273980840483,14700660642,19158581.43,0.05592450363,0.09289374689,1.123599417,1.471041892,230940173.3,510442450.2,117329849,549183272.5,431876.2188,32310.02973,7590803013,14700660642,234377.1715018,19328106.54,167,192,591,629,16,9,0,247,517,44,16,157,1470,95,477,154727,0,0,0,0,0,0,28,-0.0180052999114304,0.452431362653153
"2022-12-29",0.0101038479384506,14693620425,24055860.74,0.02133417669,0.05109166116,1.110685949,1.452163209,77812444.62,101683606.7,50473740.9,121888919.1,182750.5164,101316.6145,7574563732,14693620425,214809.635777,28088829.67,143,152,537,558,18,11,0,238,523,15,18,138,1380,93,450,154823,0,0,0,0,0,0,28,0.00908481164871322,0.765240800806488
"2022-12-30",0.00997171456703522,14627892249,20791423.93,0.02477815108,0.03390155168,1.077896074,1.446411667,68473241.38,85865669.77,29992582.6,101105347.6,255724.7593,545285.7653,7548587013,14627892249,205523.714665,5442334.537,147,171,562,563,23,9,0,216,546,17,24,118,1390,94,424,154952,0,0,0,0,0,0,28,-0.000866435671372123,0.7974460755202
